sample_ts,RadiusOfTurn,Lat_accel,IMUYawRate,Speed
1584853148474918.0,5.893881896043129,1.853,0.28784179688,6.04877
1584853148675224.0,5.281764240613525,1.7765,0.31420898438,5.90019
1584853148875336.0,5.024149537737436,2.057,0.32275390625,5.77507
1584853149074948.0,4.579185677201096,2.516,0.34545898438,5.61476
1584853149275220.0,4.223030474506337,2.6435,0.3681640625,5.57957
1584853149475327.0,3.8657201878419087,2.448,0.39868164062,5.51701
1584853149674930.0,3.791239571929551,2.346,0.40307617188,5.48573
1584853149875252.0,3.618919709573102,2.244,0.42211914062,5.5131
1584853150075366.0,3.673045067497404,2.499,0.41796875,5.54047
1584853150274979.0,3.619679510703364,2.533,0.42578125,5.55611
1584853150475248.0,3.5928013116408124,2.499,0.43017578125,5.57175
1584853150675355.0,3.5795091091091096,2.499,0.43359375,5.60303
1584853150874952.0,3.592033633633634,2.7965,0.43359375,5.61085
1584853151075258.0,3.6427301731765893,2.669,0.42919921875,5.64604
1584853151275349.0,3.6010411987400524,2.89,0.43627929688,5.66559
1584853151475009.0,3.6253377702581027,2.6435,0.43530273438,5.69687
1584853151675267.0,3.637813123906617,2.7965,0.43530273438,5.70469
1584853151875371.0,3.609308262108262,2.7965,0.43798828125,5.67732
1584853152074961.0,3.4774291703719094,2.533,0.45288085938,5.66168
1584853152275273.0,3.544649524195511,2.822,0.44750976562,5.75943
1584853152475377.0,3.521397740682023,3.009,0.45385742188,5.7477
1584853152675001.0,3.5452174499879483,2.737,0.4501953125,5.74379
1584853152875283.0,3.528864828738513,2.703,0.45458984375,5.80635
1584853153075405.0,3.795466462324393,2.737,0.4248046875,5.80244
1584853153274991.0,4.268009112344245,1.9465,0.37866210938,5.83372
1584853153475276.0,5.232033185101145,1.4025,0.31127929688,5.89237
1584853153675390.0,6.397670264550264,1.462,0.25634765625,5.91583
