sample_ts,RadiusOfTurn,Lat_accel,IMUYawRate,Speed
1584853472708637.0,5.438266358348529,2.516,0.31665039062,6.23645
1584853472949126.0,4.57149325345885,2.856,0.38037109375,6.28337
1584853473158600.0,4.298380861244019,3.4765,0.408203125,6.34984
1584853473358883.0,3.987145057640422,3.23,0.4423828125,6.34984
1584853473558850.0,3.8145182068328416,3.57,0.46411132812,6.39676
1584853473758591.0,3.622077478077478,3.604,0.48876953125,6.34984
1584853473958886.0,3.5659954809696175,3.7825,0.49462890625,6.34984
1584853474158863.0,3.4846075369830474,3.672,0.50244140625,6.256
1584853474358678.0,3.488565474475639,3.7315,0.49829101562,6.25991
1584853474558896.0,3.503442628328339,3.502,0.49291992188,6.17389
1584853474758865.0,3.5796447168312335,3.281,0.47802734375,6.14652
1584853474958651.0,3.7706277626985423,2.9495,0.44848632812,6.02922
1584853475158897.0,3.790646919095025,3.1025,0.44067382812,5.99794
1584853475358852.0,3.7876177281191805,2.907,0.43701171875,5.91974
1584853475558671.0,3.920035054773083,2.703,0.416015625,5.82199
1584853475758909.0,4.0076284401189515,2.618,0.4013671875,5.75943
1584853475958870.0,4.074038822844982,2.55,0.38989257812,5.67732
1584853476158667.0,3.9284658891429025,2.686,0.39770507812,5.57175
1584853476358925.0,3.746283040935672,2.771,0.408203125,5.43881
1584853476558875.0,3.526698445637436,2.72,0.42407226562,5.32933
1584853476758643.0,3.4837903213317842,2.669,0.42041015625,5.21594
1584853476958909.0,3.260745041588244,2.516,0.44067382812,5.12992
1584853477158884.0,3.2892736544291017,2.6435,0.43090820312,5.07518
1584853477358661.0,3.2004492893338274,2.38,0.43896484375,5.03999
1584853477558935.0,3.2178177278402,2.397,0.4345703125,5.02826
1584853477758895.0,3.236342814013001,2.346,0.43090820312,5.01262
1584853477958682.0,3.3274384215991692,2.193,0.41796875,5.00089
1584853478158939.0,3.3869662158578624,2.278,0.4091796875,4.97743
1584853478358908.0,3.395069005847953,2.057,0.408203125,5.00089
1584853478558679.0,3.3761126136812973,2.227,0.41162109375,5.0048
1584853478758956.0,3.4240380113867945,2.3205,0.40649414062,5.01653
1584853478958917.0,3.634475828536352,1.853,0.38549804688,5.07127
1584853479158702.0,3.839520895962275,2.091,0.3681640625,5.10646
1584853479358972.0,3.7167346823347582,2.1675,0.38208007812,5.11819
1584853479558922.0,3.7754939727301857,2.142,0.37670898438,5.1221
1584853479758709.0,3.7974684306151922,1.972,0.37524414062,5.13774
1584853479958981.0,3.8173374609914696,2.2525,0.37329101562,5.1221
1584853480158934.0,3.8379309717119616,2.0145,0.36987304688,5.09864
1584853480358711.0,3.844074779541446,1.904,0.369140625,5.11819
1584853480558969.0,4.059913587124729,1.819,0.3505859375,5.12992
1584853480758948.0,3.9641680357560456,1.751,0.35864257812,5.10646
1584853480958730.0,4.007529324983593,1.8615,0.35327148438,5.08691
1584853481158979.0,3.891875794183445,1.853,0.36376953125,5.10646
1584853481358935.0,3.70488433345312,2.1675,0.38110351562,5.05954
1584853481558746.0,3.5043071100297376,2.125,0.4013671875,5.06736
1584853481758985.0,3.3204892223255773,2.091,0.42309570312,5.04781
1584853481958954.0,3.138125186432589,2.312,0.44750976562,5.06345
1584853482158759.0,3.097612221028762,2.21,0.45458984375,5.07518
1584853482358992.0,3.1316426675924594,2.227,0.45190429688,5.11428
1584853482558971.0,3.1260246172520816,2.2525,0.45532226562,5.13383
1584853482758751.0,3.11031767271061,2.193,0.45971679688,5.1612
1584853482958998.0,3.16483079310362,2.4055,0.45385742188,5.18075
1584853483158979.0,3.113863388362019,2.227,0.46337890625,5.20812
1584853483358752.0,3.174093721866856,2.431,0.4580078125,5.25895
1584853483559016.0,3.1479593584473737,2.2525,0.46508789062,5.28241
1584853483758965.0,3.2641573391178595,2.431,0.4501953125,5.29805
1584853483958738.0,3.3650507122507127,2.21,0.43798828125,5.31369
1584853484159017.0,3.4193817908201654,2.431,0.4326171875,5.33715
1584853484358979.0,3.5082808560276746,2.1675,0.42211914062,5.32542
1584853484558764.0,3.607278281622912,2.159,0.4091796875,5.30196
1584853484759018.0,4.090768837746675,1.7,0.36108398438,5.33324
1584853484958995.0,4.458538897070857,1.462,0.33154296875,5.30978
1584853485158776.0,4.774949925849227,1.445,0.31127929688,5.39189
1584853485359025.0,5.354786013986014,1.139,0.279296875,5.37625
1584853485559237.0,5.952592477083705,0.9605,0.25024414062,5.34888
1584853485758786.0,6.655975021194435,0.85,0.22241210938,5.30978
