lat;lon;speed;accel_lon;accel_trans;accel_down;ts
57.719093545;11.95657472;0.1733606;-0.1594835;0.1998744;0.2602706;1646666871856247
57.719093599;11.956574593;0.1759534;0.2086226;-0.1810015;-0.3643738;1646666871906182
57.719093654;11.956574467;0.1717985;-0.3317198;0.2409645;0.436108;1646666871956194
57.719093709;11.956574342;0.1730472;0.1741829;-0.1943945;-0.3825232;1646666872006253
57.719093763;11.956574218;0.1681181;-0.2738782;0.229109;0.3761991;1646666872056223
57.719093817;11.956574095;0.1726307;0.3544079;-0.1596046;-0.451891;1646666872106163
57.719093872;11.956573972;0.1688687;-0.3162673;0.06309973;0.3679056;1646666872156213
57.719093926;11.956573848;0.1713051;0.1989118;-0.03858879;-0.2726298;1646666872206223
57.719093977;11.956573728;0.1695268;-0.1064124;-0.1063177;-0.05998237;1646666872256189
57.719094021;11.956573619;0.1682696;-0.08692046;0.1728989;0.2201118;1646666872306178
57.719094064;11.95657351;0.1694469;0.132447;-0.1539142;-0.2870065;1646666872356209
57.719094108;11.956573401;0.1662101;-0.2022377;0.2223201;0.2811827;1646666872406181
57.719094151;11.956573293;0.1671497;0.1324131;-0.1387071;-0.2562261;1646666872456517
57.719094195;11.956573186;0.1640453;-0.1636898;0.1071465;0.1913015;1646666872506282
57.719094238;11.956573079;0.1648966;0.06619361;-0.1189006;-0.2142714;1646666872556197
57.719094281;11.956572973;0.1623133;-0.1174443;0.07639363;0.1693028;1646666872606219
57.719094324;11.956572867;0.1631459;0.08783623;-0.06574337;-0.1789922;1646666872656200
57.719094367;11.956572763;0.161168;-0.1261206;0.0478686;0.1605715;1646666872706219
57.719094409;11.956572658;0.1610643;0.06012887;-0.02247094;-0.1325332;1646666872756258
57.719094452;11.956572555;0.1583646;-0.1050003;-0.02471264;0.1134874;1646666872806260
57.719094494;11.956572453;0.1579772;0.04487356;0.03714288;-0.05751971;1646666872856181
57.719094537;11.956572351;0.1572968;-0.05089574;-0.06542528;-0.01315102;1646666872906207
