sample_ts;northHeading;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;SteeringWhlAngle;IMURollRate;IMUYawRate;groundSpeed
1584854149013461;208.6097;;;;;;;
1584854149213413;208.6116;;;;;;;
1584854149413487;208.6526;;;;;;;
1584854149613497;208.6656;;;;;;;
1584854149813417;208.6983;;;;;;;
1584854150013295;208.7165;;;;;;;
1584854150213428;208.7304;;;;;;;
1584854150413412;208.767;;;;;;;
1584854150613466;208.7646;;;;;;;
1584854150813469;208.7813;;;;;;;
1584854151013347;208.7867;;;;;;;
1584854151213459;208.8088;;;;;;;
1584854151413507;208.8197;;;;;;;
1584854151613423;208.8447;;;;;;;
1584854151813434;208.848;;;;;;;
1584854152013556;208.8524;;;;;;;
1584854152213511;208.8534;;;;;;;
1584854152413428;208.8617;;;;;;;
1584854152613498;208.9041;;;;;;;
1584854152813412;208.8992;;;;;;;
1584854153013324;208.9295;;;;;;;
1584854153213460;208.9288;;;;;;;
1584854153413463;208.9481;;;;;;;
1584854153613461;208.9488;;;;;;;
1584854153813467;208.965;;;;;;;
1584854154013307;208.9884;;;;;;;
1584854154213431;208.9991;;;;;;;
1584854154413540;209.0205;;;;;;;
1584854154613525;209.0316;;;;;;;
1584854154813476;209.0501;;;;;;;
1584854155013461;209.0639;;;;;;;
1584854155213543;209.083;;;;;;;
1584854155413426;209.088;;;;;;;
1584854155613460;209.1219;;;;;;;
1584854155813471;209.1188;;;;;;;
1584854156013296;209.1607;;;;;;;
1584854156213495;209.1792;;;;;;;
1584854156413463;209.1847;;;;;;;
1584854156613560;209.2049;;;;;;;
1584854156813443;209.2166;;;;;;;
1584854157013435;209.2101;;;;;;;
1584854157213532;209.2649;;;;;;;
1584854157413482;209.2772;;;;;;;
1584854157613473;209.3077;;;;;;;
1584854157813477;209.3492;;;;;;;
1584854158013330;209.3559;;;;;;;
1584854158213537;209.3735;;;;;;;
1584854158413568;209.4017;;;;;;;
1584854158613474;209.3342;;;;;;;
1584854158813535;209.22;;;;;;;
1584854159013424;209.1441;;;;;;;
1584854159213537;209.1248;;;;;;;
1584854159413519;209.0886;;;;;;;
1584854159613531;209.1105;;;;;;;
1584854159813533;209.07;;;;;;;
1584854160013374;209.134;;;;;;;
1584854160213534;209.1735;;;;;;;
1584854160413549;209.2914;;;;;;;
1584854160613457;209.5506;;;;;;;
1584854160813517;209.8801;;;;;;;
1584854161013402;210.4621;;;;;;;
1584854161213558;211.2882;;;;;;;
1584854161413500;212.488;;;;;;;
1584854161613505;214.0503;;;;;;;
1584854161813501;215.9213;;;;;;;
1584854162013417;218.1357;;;;;;;
1584854162213559;220.3548;;;;;;;
1584854162413589;222.4705;;;;;;;
1584854162613567;224.4423;;;;;;;
1584854162813489;226.1698;;;;;;;
1584854163013469;227.6835;;;;;;;
1584854163213590;228.8132;;;;;;;
1584854163413584;229.7731;;;;;;;
1584854163613598;230.4058;;;;;;;
1584854163813565;230.8473;;;;;;;
1584854164013430;230.8884;;;;;;;
1584854164213538;230.8847;;;;;;;
1584854164413516;230.6908;;;;;;;
1584854164613606;230.4101;;;;;;;
1584854164813547;229.9866;;;;;;;
1584854165013485;229.4696;;;;;;;
1584854165213520;228.7852;;;;;;;
1584854165413524;228.1148;;;;;;;
1584854165613910;227.3251;;;;;;;
1584854165813638;226.5096;;;;;;;
1584854166013411;225.5883;;;;;;;
1584854166213548;224.675;;;;;;;
1584854166413519;223.7463;;;;;;;
1584854166613578;222.8642;;;;;;;
1584854166813512;222.0191;;;;;;;
1584854167013484;221.0978;;;;;;;
1584854167213604;220.0521;;;;;;;
1584854167413658;218.8052;;;;;;;
1584854167613588;217.3901;;;;;;;
1584854167813551;215.8426;;;;;;;
1584854168013456;214.1661;;;;;;;
1584854168213576;212.1895;;;;;;;
1584854168413665;210.0833;;;;;;;
1584854168613551;207.6489;;;;;;;
1584854168813541;205.134;;;;;;;
1584854169013565;202.2638;;;;;;;
1584854169213584;199.0676;;;;;;;
1584854169413537;195.5972;;;;;;;
1584854169613593;191.81;;;;;;;
1584854169813590;187.9222;;;;;;;
1584854170013547;183.812;;;;;;;
1584854170213571;179.6572;;;;;;;
1584854170413552;175.2163;;;;;;;
1584854170613619;170.8168;;;;;;;
1584854170813630;166.4672;;;;;;;
1584854171013536;162.2253;;;;;;;
1584854171213561;158.0643;;;;;;;
1584854171413493;153.8501;;;;;;;
1584854171613575;149.8166;;;;;;;
1584854171813551;145.9109;;;;;;;
1584854172013505;142.3247;;;;;;;
1584854172213666;139.2891;;;;;;;
1584854172413582;136.6776;;;;;;;
1584854172613611;134.6359;;;;;;;
1584854172813572;133.004;;;;;;;
1584854173013529;131.7911;;;;;;;
1584854173213585;130.5599;;;;;;;
1584854173413670;129.3822;;;;;;;
1584854173613665;128.098;;;;;;;
1584854173813771;126.8582;;;;;;;
1584854174013575;125.6824;;;;;;;
1584854174213590;124.5745;;;;;;;
1584854174413622;123.4587;;;;;;;
1584854174613664;122.2914;;;;;;;
1584854174813636;121.3301;;;;;;;
1584854175013630;120.7177;;;;;;;
1584854175213609;120.4837;;;;;;;
1584854175413606;120.5117;;;;;;;
1584854175613567;120.6317;;;;;;;
1584854175813588;120.7303;;;;;;;
1584854176013600;120.7946;;;;;;;
1584854176213635;120.8465;;;;;;;
1584854176413610;120.8585;;;;;;;
1584854176613682;120.877;;;;;;;
1584854176813610;120.8739;;;;;;;
1584854177013577;120.8801;;;;;;;
1584854177213689;120.8824;;;;;;;
1584854177413705;120.8824;;;;;;;
1584854177613662;120.8839;;;;;;;
1584854177813677;120.8862;;;;;;;
1584854178013556;120.8875;;;;;;;
1584854178213611;120.8893;;;;;;;
1584854178413773;120.8887;;;;;;;
1584854178613818;120.8924;;;;;;;
1584854178813646;120.9018;;;;;;;
1584854179013647;120.9199;;;;;;;
1584854179213673;120.9378;;;;;;;
1584854179413716;120.9717;;;;;;;
1584854179613700;121.0045;;;;;;;
1584854179813783;121.0406;;;;;;;
1584854180013715;121.0658;;;;;;;
1584854180213725;121.092;;;;;;;
1584854180413729;121.1092;;;;;;;
1584854180613679;121.1502;;;;;;;
1584854180813737;121.1693;;;;;;;
1584854181013719;121.1778;;;;;;;
1584854181213687;121.2204;;;;;;;
1584854181413687;121.2505;;;;;;;
1584854181613716;121.2783;;;;;;;
1584854181813799;121.3391;;;;;;;
1584854182013675;121.4283;;;;;;;
1584854182213756;121.6093;;;;;;;
1584854182413695;121.9866;;;;;;;
1584854182613744;122.7473;;;;;;;
1584854182813732;123.7961;;;;;;;
1584854183013621;125.1486;;;;;;;
1584854183213725;126.8085;;;;;;;
1584854183413687;128.8644;;;;;;;
1584854183613740;131.3568;;;;;;;
1584854183813689;134.0229;;;;;;;
1584854184013639;136.6603;;;;;;;
1584854184213697;139.3011;;;;;;;
1584854184413781;141.9995;;;;;;;
1584854184613730;144.7202;;;;;;;
1584854184813775;147.4422;;;;;;;
1584854185013767;150.1245;;;;;;;
1584854185213712;152.8093;;;;;;;
1584854185413741;155.4606;;;;;;;
1584854185613720;158.16;;;;;;;
1584854185813733;161.0056;;;;;;;
1584854186013665;164.0432;;;;;;;
1584854186213708;167.3453;;;;;;;
1584854186413732;170.957;;;;;;;
1584854186613717;174.7079;;;;;;;
1584854186813726;178.5421;;;;;;;
1584854187013648;182.4721;;;;;;;
1584854187213716;186.5077;;;;;;;
1584854187413795;190.6143;;;;;;;
1584854187613826;194.5717;;;;;;;
1584854187813767;198.1713;;;;;;;
1584854188013668;201.4202;;;;;;;
1584854188213767;204.4144;;;;;;;
1584854188413737;207.0842;;;;;;;
1584854188613750;209.3706;;;;;;;
1584854188813739;211.3929;;;;;;;
1584854189013668;213.1761;;;;;;;
1584854189213740;214.9761;;;;;;;
1584854189413756;216.7851;;;;;;;
1584854189613745;218.5421;;;;;;;
1584854189813753;220.2052;;;;;;;
1584854190013674;221.7817;;;;;;;
1584854190213809;223.347;;;;;;;
1584854190413772;224.9457;;;;;;;
1584854190613780;226.5755;;;;;;;
1584854190813751;228.1818;;;;;;;
1584854191013706;229.7162;;;;;;;
1584854191213863;231.1826;;;;;;;
1584854191413773;232.5304;;;;;;;
1584854191613823;233.7465;;;;;;;
1584854191813783;234.8605;;;;;;;
1584854192013750;235.9612;;;;;;;
1584854192213780;236.9764;;;;;;;
1584854192413773;237.9602;;;;;;;
1584854192613784;238.866;;;;;;;
1584854192813800;239.72;;;;;;;
1584854193013804;240.4092;;;;;;;
1584854193213815;240.8829;;;;;;;
1584854193413759;241.2098;;;;;;;
1584854193613802;241.4534;;;;;;;
1584854193813788;241.6997;;;;;;;
1584854194013774;241.9782;;;;;;;
1584854194213873;242.3412;;;;;;;
1584854194413765;242.5981;;;;;;;
1584854194613783;242.7701;;;;;;;
1584854194813823;242.8336;;;;;;;
1584854195013814;242.8286;;;;;;;
1584854195213824;242.8444;;;;;;;
1584854195413786;242.87;;;;;;;
1584854195613795;242.9235;;;;;;;
1584854195813718;243.0831;;;;;;;
1584854196013804;243.3661;;;;;;;
1584854196213776;243.7206;;;;;;;
1584854196413818;244.0765;;;;;;;
1584854196613816;244.4285;;;;;;;
1584854196813784;244.8323;;;;;;;
1584854197013764;245.2581;;;;;;;
1584854197213845;245.6959;;;;;;;
1584854197413889;246.1414;;;;;;;
1584854197613870;246.5689;;;;;;;
1584854197813932;246.9875;;;;;;;
1584854198013794;247.398;;;;;;;
1584854198213791;247.8116;;;;;;;
1584854198413791;248.2224;;;;;;;
1584854198613805;248.7178;;;;;;;
1584854198813855;249.2776;;;;;;;
1584854199013772;249.7865;;;;;;;
1584854199213831;250.2465;;;;;;;
1584854199413833;250.6667;;;;;;;
1584854199613846;251.0576;;;;;;;
1584854199813785;251.3791;;;;;;;
1584854200013817;251.6555;;;;;;;
1584854200213832;251.9171;;;;;;;
1584854200413811;252.1663;;;;;;;
1584854200613936;252.4087;;;;;;;
1584854200813842;252.6283;;;;;;;
1584854201013866;252.8472;;;;;;;
1584854201213859;253.1131;;;;;;;
1584854201413909;253.4581;;;;;;;
1584854201613832;253.8433;;;;;;;
1584854201813825;254.238;;;;;;;
1584854202013822;254.614;;;;;;;
1584854202213814;254.9931;;;;;;;
1584854202413865;255.3875;;;;;;;
1584854202613921;255.7972;;;;;;;
1584854202813833;256.2312;;;;;;;
1584854203013857;256.7605;;;;;;;
1584854203213951;257.4818;;;;;;;
1584854203413814;258.4182;;;;;;;
1584854203613810;259.5126;;;;;;;
1584854203813849;260.7109;;;;;;;
1584854204013859;261.943;;;;;;;
1584854204213846;263.2188;;;;;;;
1584854204413870;264.5999;;;;;;;
1584854204613836;266.1922;;;;;;;
1584854204813867;268.0107;;;;;;;
1584854205013842;270.0833;;;;;;;
1584854205214009;272.2912;;;;;;;
1584854205413889;274.7601;;;;;;;
1584854205613847;277.4138;;;;;;;
1584854205813818;280.0931;;;;;;;
1584854206013838;282.8101;;;;;;;
1584854206213940;285.3378;;;;;;;
1584854206413895;287.9794;;;;;;;
1584854206613870;290.7648;;;;;;;
1584854206813889;293.343;;;;;;;
1584854207013849;296.3957;;;;;;;
1584854207213857;299.5637;;;;;;;
1584854207413876;302.6319;;;;;;;
1584854207613970;305.8527;;;;;;;
1584854207813887;309.0094;;;;;;;
1584854208013872;312.1227;;;;;;;
1584854208213894;315.1073;;;;;;;
1584854208413897;317.9119;;;;;;;
1584854208613871;320.551;;;;;;;
1584854208813878;322.9814;;;;;;;
1584854209014020;325.2347;;;;;;;
1584854209213904;327.3654;;;;;;;
1584854209413858;329.279;;;;;;;
1584854209613892;330.9752;;;;;;;
1584854209813867;332.377;;;;;;;
1584854210013898;333.5568;;;;;;;
1584854210213892;334.7059;;;;;;;
1584854210413927;335.853;;;;;;;
1584854210613935;336.97;;;;;;;
1584854210813929;337.9896;;;;;;;
1584854211013862;338.9231;;;;;;;
1584854211213930;339.6395;;;;;;;
1584854211413893;340.2136;;;;;;;
1584854211613997;340.794;;;;;;;
1584854211813916;341.3799;;;;;;;
1584854212013906;341.9592;;;;;;;
1584854212213938;342.5068;;;;;;;
1584854212413922;343.0263;;;;;;;
1584854212613929;343.5378;;;;;;;
1584854212813958;344.0642;;;;;;;
1584854213013890;344.5692;;;;;;;
1584854213214003;345.0398;;;;;;;
1584854213413904;345.4759;;;;;;;
1584854213613899;345.856;;;;;;;
1584854213813969;346.1357;;;;;;;
1584854214013938;346.2564;;;;;;;
1584854214213913;346.2952;;;;;;;
1584854214413877;346.3365;;;;;;;
1584854214613931;346.3683;;;;;;;
1584854214813993;346.3894;;;;;;;
1584854215013976;346.4108;;;;;;;
1584854215214062;346.414;;;;;;;
1584854215413937;346.4207;;;;;;;
1584854215613931;346.4171;;;;;;;
1584854215813906;346.4242;;;;;;;
1584854216013931;346.4177;;;;;;;
1584854216213897;346.4159;;;;;;;
1584854216414023;346.4118;;;;;;;
1584854216614001;346.4087;;;;;;;
1584854216813950;346.4078;;;;;;;
1584854217013934;346.4052;;;;;;;
1584854217213944;346.4061;;;;;;;
1584854217414030;346.4121;;;;;;;
1584854217613999;346.4114;;;;;;;
1584854217813950;346.4183;;;;;;;
1584854218013954;346.4239;;;;;;;
1584854218214081;346.429;;;;;;;
1584854218413908;346.4343;;;;;;;
1584854218613917;346.4366;;;;;;;
1584854218813981;346.4301;;;;;;;
1584854219013947;346.4426;;;;;;;
1584854219213983;346.4459;;;;;;;
1584854219413975;346.4962;;;;;;;
1584854219613920;346.6435;;;;;;;
1584854219813946;346.9117;;;;;;;
1584854220013972;347.2534;;;;;;;
1584854220214019;347.604;;;;;;;
1584854220414007;347.9655;;;;;;;
1584854220613949;348.3325;;;;;;;
1584854220813990;348.6743;;;;;;;
1584854221013919;349.0348;;;;;;;
1584854221213957;349.3961;;;;;;;
1584854221413999;349.7206;;;;;;;
1584854221614013;350.0648;;;;;;;
1584854221813949;350.3945;;;;;;;
1584854222013995;350.7013;;;;;;;
1584854222213947;351.0286;;;;;;;
1584854222413956;351.304;;;;;;;
1584854222613992;351.5618;;;;;;;
1584854222813997;351.7753;;;;;;;
1584854223013990;351.982;;;;;;;
1584854223214117;352.1245;;;;;;;
1584854223413994;352.1461;;;;;;;
1584854223613942;352.1471;;;;;;;
1584854223813986;352.157;;;;;;;
1584854224014017;352.1598;;;;;;;
1584854224214002;352.158;;;;;;;
1584854224413976;352.1662;;;;;;;
1584854224613982;352.1649;;;;;;;
1584854224814092;352.1684;;;;;;;
1584854225014000;352.1733;;;;;;;
1584854225214008;352.1716;;;;;;;
1584854225414125;352.1726;;;;;;;
1584854225614058;352.1701;;;;;;;
1584854225814014;352.17;;;;;;;
1584854226014003;352.1703;;;;;;;
1584854226213999;352.1701;;;;;;;
1584854226414105;352.17;;;;;;;
1584854226614124;352.1761;;;;;;;
1584854226814123;352.176;;;;;;;
1584854227014018;352.1859;;;;;;;
1584854227214150;352.2063;;;;;;;
1584854227414002;352.2712;;;;;;;
1584854227613986;352.483;;;;;;;
1584854227814004;352.8795;;;;;;;
1584854228013993;353.4327;;;;;;;
1584854228214042;354.0711;;;;;;;
1584854228414020;354.834;;;;;;;
1584854228614118;355.888;;;;;;;
1584854228814062;357.2256;;;;;;;
1584854229014042;358.8266;;;;;;;
1584854229214038;0.5724115;;;;;;;
1584854229414002;2.422533;;;;;;;
1584854229614118;4.359305;;;;;;;
1584854229813996;6.32417;;;;;;;
1584854230014028;8.254557;;;;;;;
1584854230214013;9.780494;;;;;;;
1584854230414130;10.93932;;;;;;;
1584854230614071;11.52833;;;;;;;
1584854230814061;11.68347;;;;;;;
1584854231014094;11.43288;;;;;;;
1584854231214066;10.80147;;;;;;;
1584854231414025;9.655657;;;;;;;
1584854231614053;7.995245;;;;;;;
1584854231814044;5.886943;;;;;;;
1584854232014062;3.445711;;;;;;;
1584854232214022;0.7093561;;;;;;;
1584854232414013;357.6826;;;;;;;
1584854232614136;354.3577;;;;;;;
1584854232814139;350.8156;;;;;;;
1584854233014102;346.8908;;;;;;;
1584854233214120;342.7245;;;;;;;
1584854233414050;338.3981;;;;;;;
1584854233614131;334.1429;;;;;;;
1584854233814048;329.8026;;;;;;;
1584854234014060;325.6099;;;;;;;
1584854234214086;321.3863;;;;;;;
1584854234414155;317.2239;;;;;;;
1584854234614046;313.1877;;;;;;;
1584854234814053;309.5237;;;;;;;
1584854235014082;306.656;;;;;;;
1584854235214107;304.5128;;;;;;;
1584854235414155;302.7997;;;;;;;
1584854235614066;301.1912;;;;;;;
1584854235814049;299.7889;;;;;;;
1584854236014122;298.8919;;;;;;;
1584854236214143;298.4421;;;;;;;
1584854236414147;298.4593;;;;;;;
1584854236614105;298.7416;;;;;;;
1584854236814118;299.1521;;;;;;;
1584854237014082;299.744;;;;;;;
1584854237214133;300.2955;;;;;;;
1584854237414069;300.872;;;;;;;
1584854237614045;301.3668;;;;;;;
1584854237814142;301.7599;;;;;;;
1584854238014115;302.0134;;;;;;;
1584854238214098;302.142;;;;;;;
1584854238414158;302.2123;;;;;;;
1584854238614188;302.2357;;;;;;;
1584854238814128;302.251;;;;;;;
1584854239014142;302.2446;;;;;;;
1584854239214165;302.2567;;;;;;;
1584854239414197;302.2578;;;;;;;
1584854239614112;302.2555;;;;;;;
1584854239814120;302.2557;;;;;;;
1584854240014063;302.2571;;;;;;;
1584854240214187;302.2574;;;;;;;
1584854240414068;302.2591;;;;;;;
1584854240614249;302.2591;;;;;;;
1584854240814190;302.2596;;;;;;;
1584854241014159;302.2597;;;;;;;
1584854241214153;302.2615;;;;;;;
1584854241414242;302.2618;;;;;;;
1584854241614191;302.2617;;;;;;;
1584854241814148;302.2679;;;;;;;
1584854242014111;302.2842;;;;;;;
1584854242214163;302.2949;;;;;;;
1584854242414142;302.32;;;;;;;
1584854242614231;302.3641;;;;;;;
1584854242814216;302.4436;;;;;;;
1584854243014194;302.5861;;;;;;;
1584854243214243;302.8391;;;;;;;
1584854243414195;303.2071;;;;;;;
1584854243614166;303.7013;;;;;;;
1584854243814152;304.3417;;;;;;;
1584854244014170;305.1175;;;;;;;
1584854244214205;305.9469;;;;;;;
1584854244414262;306.8807;;;;;;;
1584854244614184;307.7836;;;;;;;
1584854244814140;308.6064;;;;;;;
1584854245014196;309.4666;;;;;;;
1584854245214218;310.3594;;;;;;;
1584854245414178;311.3655;;;;;;;
1584854245614213;312.4353;;;;;;;
1584854245814188;313.5377;;;;;;;
1584854246014213;314.7627;;;;;;;
1584854246214208;316.0566;;;;;;;
1584854246414202;317.379;;;;;;;
1584854246614185;318.7519;;;;;;;
1584854246814180;320.0392;;;;;;;
1584854247014196;321.1486;;;;;;;
1584854247214162;322.0494;;;;;;;
1584854247414235;322.8212;;;;;;;
1584854247614234;323.5333;;;;;;;
1584854247814166;324.2096;;;;;;;
1584854248014167;324.8129;;;;;;;
1584854248214183;325.2439;;;;;;;
1584854248414289;325.5876;;;;;;;
1584854248614253;325.8023;;;;;;;
1584854248814241;325.943;;;;;;;
1584854249014246;326.0946;;;;;;;
1584854249214240;326.2465;;;;;;;
1584854249414401;326.3657;;;;;;;
1584854249614209;326.4987;;;;;;;
1584854249814285;326.6467;;;;;;;
1584854250014236;326.7805;;;;;;;
1584854250214292;326.8585;;;;;;;
1584854250414197;326.8913;;;;;;;
1584854250614270;326.9114;;;;;;;
1584854250814222;326.9202;;;;;;;
1584854251014286;326.9355;;;;;;;
1584854251214287;326.9397;;;;;;;
1584854251414270;326.9365;;;;;;;
1584854251614207;326.9129;;;;;;;
1584854251814311;326.908;;;;;;;
1584854252014251;326.8802;;;;;;;
1584854252214243;326.8382;;;;;;;
1584854252414211;326.8161;;;;;;;
1584854252614346;326.7971;;;;;;;
1584854252814183;326.7926;;;;;;;
1584854253014241;326.8122;;;;;;;
1584854253214309;326.8189;;;;;;;
1584854253414307;326.8011;;;;;;;
1584854253614231;326.7341;;;;;;;
1584854253814215;326.6562;;;;;;;
1584854254014266;326.5748;;;;;;;
1584854254214245;326.5214;;;;;;;
1584854254414275;326.5066;;;;;;;
1584854254614293;326.5164;;;;;;;
1584854254814256;326.5542;;;;;;;
1584854255014284;326.5975;;;;;;;
1584854255214263;326.6538;;;;;;;
1584854255414231;326.7126;;;;;;;
1584854255614333;326.7653;;;;;;;
1584854255814285;326.829;;;;;;;
1584854256014244;326.8872;;;;;;;
1584854256214260;326.9416;;;;;;;
1584854256414317;326.9791;;;;;;;
1584854256614298;327.0047;;;;;;;
1584854256814270;327.0294;;;;;;;
1584854257014324;327.0299;;;;;;;
1584854257214478;327.0253;;;;;;;
1584854257414276;327.0177;;;;;;;
1584854257614266;326.9883;;;;;;;
1584854257814321;326.9496;;;;;;;
1584854258014299;326.9173;;;;;;;
1584854258214288;326.8747;;;;;;;
1584854258414298;326.81;;;;;;;
1584854258614310;326.7481;;;;;;;
1584854258814282;326.69;;;;;;;
1584854259014260;326.6236;;;;;;;
1584854259214281;326.5642;;;;;;;
1584854259414338;326.569;;;;;;;
1584854259614375;326.5782;;;;;;;
1584854259814247;326.5934;;;;;;;
1584854260014309;326.6349;;;;;;;
1584854260214325;326.6974;;;;;;;
1584854260414303;326.7518;;;;;;;
1584854260614288;326.8165;;;;;;;
1584854260814396;326.864;;;;;;;
1584854261014288;326.9151;;;;;;;
1584854261214308;326.9609;;;;;;;
1584854261414248;326.9803;;;;;;;
1584854261614296;326.9706;;;;;;;
1584854261814328;326.9503;;;;;;;
1584854262014398;326.9243;;;;;;;
1584854262214389;326.8946;;;;;;;
1584854262414257;326.8661;;;;;;;
1584854262614312;326.8049;;;;;;;
1584854262814402;326.7446;;;;;;;
1584854263014343;326.709;;;;;;;
1584854263214280;326.6679;;;;;;;
1584854263414373;326.6353;;;;;;;
1584854263614411;326.6169;;;;;;;
1584854263814300;326.6224;;;;;;;
1584854264014310;326.6591;;;;;;;
1584854264214344;326.7077;;;;;;;
1584854264414334;326.768;;;;;;;
1584854264614346;326.8609;;;;;;;
1584854264814261;326.9819;;;;;;;
1584854265014331;327.1046;;;;;;;
1584854265214382;327.2312;;;;;;;
1584854265414345;327.3425;;;;;;;
1584854265614332;327.3791;;;;;;;
1584854265814307;327.3213;;;;;;;
1584854266014376;327.2201;;;;;;;
1584854266214281;327.1447;;;;;;;
1584854266414308;327.0833;;;;;;;
1584854266614425;327.0454;;;;;;;
1584854266814454;327.0269;;;;;;;
1584854267014352;327.0086;;;;;;;
1584854267214318;326.9996;;;;;;;
1584854267414356;327.001;;;;;;;
1584854267614369;327.0154;;;;;;;
1584854267814319;327.0349;;;;;;;
1584854268014363;327.0591;;;;;;;
1584854268214351;327.0783;;;;;;;
1584854268414399;327.0878;;;;;;;
1584854268614422;327.0907;;;;;;;
1584854268814356;327.1182;;;;;;;
1584854269014331;327.1663;;;;;;;
1584854269214387;327.2876;;;;;;;
1584854269414367;327.5377;;;;;;;
1584854269614365;327.8463;;;;;;;
1584854269814330;328.2368;;;;;;;
1584854270014347;328.6807;;;;;;;
1584854270214356;329.2178;;;;;;;
1584854270414370;329.7888;;;;;;;
1584854270614346;330.3783;;;;;;;
1584854270814452;330.9507;;;;;;;
1584854271014398;331.5256;;;;;;;
1584854271214378;332.1029;;;;;;;
1584854271414356;332.6469;;;;;;;
1584854271614429;333.1994;;;;;;;
1584854271814383;333.7386;;;;;;;
1584854272014370;334.2727;;;;;;;
1584854272214481;334.7466;;;;;;;
1584854272414359;335.1236;;;;;;;
1584854272614355;335.3251;;;;;;;
1584854272814342;335.3502;;;;;;;
1584854273014348;335.266;;;;;;;
1584854273214356;335.1483;;;;;;;
1584854273414396;334.8648;;;;;;;
1584854273614387;334.3361;;;;;;;
1584854273814378;333.6283;;;;;;;
1584854274014387;332.7189;;;;;;;
1584854274214390;331.6757;;;;;;;
1584854274414378;330.485;;;;;;;
1584854274614478;329.0997;;;;;;;
1584854274814420;327.6379;;;;;;;
1584854275014355;325.9886;;;;;;;
1584854275214404;324.1714;;;;;;;
1584854275414407;321.7163;;;;;;;
1584854275614397;318.8546;;;;;;;
1584854275814380;315.3549;;;;;;;
1584854276014382;311.3719;;;;;;;
1584854276214428;307.058;;;;;;;
1584854276414384;302.7657;;;;;;;
1584854276614417;298.5165;;;;;;;
1584854276814410;294.3554;;;;;;;
1584854277014401;290.7102;;;;;;;
1584854277214396;287.9087;;;;;;;
1584854277414585;285.9421;;;;;;;
1584854277614406;284.6092;;;;;;;
1584854277814372;283.6677;;;;;;;
1584854278014825;282.972;;;;;;;
1584854278214462;282.5216;;;;;;;
1584854278414367;282.2825;;;;;;;
1584854278614427;282.1824;;;;;;;
1584854278814399;282.2116;;;;;;;
1584854279014394;282.2885;;;;;;;
1584854279214410;282.3671;;;;;;;
1584854279414411;282.4185;;;;;;;
1584854279614417;282.4609;;;;;;;
1584854279814422;282.4752;;;;;;;
1584854280014466;282.4918;;;;;;;
1584854280214391;282.4883;;;;;;;
1584854280414403;282.4987;;;;;;;
1584854280614358;282.4998;;;;;;;
1584854280814428;282.5068;;;;;;;
1584854281014481;282.5076;;;;;;;
1584854281214445;282.5085;;;;;;;
1584854281414440;282.509;;;;;;;
1584854281614419;282.5104;;;;;;;
1584854281814387;282.51;;;;;;;
1584854282014413;282.5109;;;;;;;
1584854282214397;282.5125;;;;;;;
1584854282414448;282.5151;;;;;;;
1584854282614481;282.5172;;;;;;;
1584854282814470;282.5193;;;;;;;
1584854283014395;282.5211;;;;;;;
1584854283214387;282.5217;;;;;;;
1584854283414465;282.5218;;;;;;;
1584854283614485;282.5204;;;;;;;
1584854283814500;282.5229;;;;;;;
1584854284014421;282.5188;;;;;;;
1584854284214496;282.5231;;;;;;;
1584854284414480;282.5149;;;;;;;
1584854284614484;282.5151;;;;;;;
1584854284814444;282.5016;;;;;;;
1584854285014469;282.4936;;;;;;;
1584854285214417;282.4739;;;;;;;
1584854285414496;282.4641;;;;;;;
1584854285614456;282.4457;;;;;;;
1584854285814443;282.4442;;;;;;;
1584854286014481;282.4511;;;;;;;
1584854286214460;282.4503;;;;;;;
1584854286414557;282.4643;;;;;;;
1584854286614476;282.4662;;;;;;;
1584854286814427;282.4881;;;;;;;
1584854287014466;282.5212;;;;;;;
1584854287214507;282.5614;;;;;;;
1584854287414535;282.6348;;;;;;;
1584854287614483;282.7879;;;;;;;
1584854287814435;283.0012;;;;;;;
1584854288014451;283.2475;;;;;;;
1584854288214496;283.5497;;;;;;;
1584854288414558;283.8025;;;;;;;
1584854288614531;284.0555;;;;;;;
1584854288814455;284.2369;;;;;;;
1584854289014472;284.3719;;;;;;;
1584854289214543;284.4574;;;;;;;
1584854289414538;284.5124;;;;;;;
1584854289614624;284.5314;;;;;;;
1584854289814518;284.5371;;;;;;;
1584854290014524;284.5416;;;;;;;
1584854290214519;284.5427;;;;;;;
1584854290414530;284.5421;;;;;;;
1584854290614503;284.5431;;;;;;;
1584854290814505;284.544;;;;;;;
1584854291014609;284.5445;;;;;;;
1584854291214514;284.5508;;;;;;;
1584854291414607;284.5672;;;;;;;
1584854291614567;284.6031;;;;;;;
1584854291814492;284.6753;;;;;;;
1584854292014537;284.7853;;;;;;;
1584854292214520;284.9317;;;;;;;
1584854292414497;285.1281;;;;;;;
1584854292614571;285.3954;;;;;;;
1584854292814596;285.7187;;;;;;;
1584854293014532;286.1926;;;;;;;
1584854293214624;286.7586;;;;;;;
1584854293414524;287.3865;;;;;;;
1584854293614584;288.1286;;;;;;;
1584854293814542;289.0519;;;;;;;
1584854294014478;290.1856;;;;;;;
1584854294214503;291.5631;;;;;;;
1584854294414554;293.1839;;;;;;;
1584854294614547;295.0259;;;;;;;
1584854294814579;296.9294;;;;;;;
1584854295014647;298.9763;;;;;;;
1584854295214515;301.0794;;;;;;;
1584854295414542;303.1077;;;;;;;
1584854295614496;305.0034;;;;;;;
1584854295814502;306.691;;;;;;;
1584854296014573;308.0141;;;;;;;
