sample_ts;lat;lon;northHeading;groundSpeed;SteeringWhlAngle;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;IMURollRate;IMUYawRate
1584853144656030;57.709775526;11.918991384;94.82498;;;;;;;
1584853144705903;57.709775965;11.918985097;95.24482;;;;;;;
1584853144755979;57.709776427;11.918978835;95.66926;;;;;;;
1584853144806070;57.709776914;11.918972602;96.10384;;;;;;;
1584853144855980;57.709777424;11.918966398;96.54407;;;;;;;
1584853144905942;57.709777964;11.918960225;96.99951;;;;;;;
1584853144956055;57.709778533;11.918954081;97.46117;;;;;;;
1584853145006128;57.709779127;11.918947965;97.9564;;;;;;;
1584853145055843;57.709779727;11.918941876;98.46844;;;;;;;
1584853145105981;57.709780358;11.918935825;98.99389;;;;;;;
1584853145156018;57.709781021;11.918929812;99.5235;;;;;;;
1584853145205933;57.709781711;11.918923836;100.058;;;;;;;
1584853145256035;57.70978243;11.918917896;100.5998;;;;;;;
1584853145305995;57.709783179;11.918911994;101.1445;;;;;;;
1584853145355995;57.709783955;11.918906128;101.6863;;;;;;;
1584853145406010;57.709784754;11.918900295;102.2309;;;;;;;
1584853145455942;57.709785579;11.918894497;102.7657;;;;;;;
1584853145505949;57.709786432;11.918888733;103.2918;;;;;;;
1584853145555937;57.709787312;11.918882999;103.8182;;;;;;;
1584853145605952;57.709788218;11.918877294;104.3494;;;;;;;
1584853145656013;57.709789149;11.918871618;104.8883;;;;;;;
1584853145705961;57.709790106;11.918865973;105.4209;;;;;;;
1584853145755999;57.709791088;11.91886036;105.9534;;;;;;;
1584853145806021;57.709792096;11.918854781;106.4755;;;;;;;
1584853145855963;57.709793129;11.918849233;106.9958;;;;;;;
1584853145905963;57.709794186;11.918843713;107.5157;;;;;;;
1584853145955953;57.709795268;11.918838224;108.041;;;;;;;
1584853146006195;57.709796374;11.918832759;108.5672;;;;;;;
1584853146055981;57.709797464;11.918827275;109.092;;;;;;;
1584853146105949;57.709798577;11.918821821;109.6147;;;;;;;
1584853146156029;57.709799714;11.918816399;110.1262;;;;;;;
1584853146205955;57.709800875;11.918811007;110.6313;;;;;;;
1584853146255936;57.709802059;11.918805648;111.1289;;;;;;;
1584853146306013;57.709803267;11.91880032;111.6205;;;;;;;
1584853146355939;57.709804494;11.918795014;112.0955;;;;;;;
1584853146405962;57.709805737;11.918789732;112.5621;;;;;;;
1584853146456021;57.709806997;11.918784475;113.0077;;;;;;;
1584853146505939;57.709808274;11.918779247;113.4422;;;;;;;
1584853146556030;57.709809564;11.918774046;113.8501;;;;;;;
1584853146605935;57.709810866;11.918768868;114.2368;;;;;;;
1584853146656177;57.709812178;11.918763712;114.6022;;;;;;;
1584853146705877;57.709813501;11.918758579;114.9521;;;;;;;
1584853146755978;57.709814837;11.918753473;115.293;;;;;;;
1584853146805955;57.709816186;11.918748391;115.6164;;;;;;;
1584853146855985;57.709817546;11.918743328;115.9286;;;;;;;
1584853146906013;57.709818914;11.918738282;116.2245;;;;;;;
1584853146956099;57.709820291;11.918733255;116.5041;;;;;;;
1584853147006168;57.709821675;11.918728243;116.7571;;;;;;;
1584853147055877;57.709823041;11.918723181;116.9966;;;;;;;
1584853147105939;57.709824407;11.918718131;117.2063;;;;;;;
1584853147156003;57.709825775;11.918713097;117.3751;;;;;;;
1584853147205951;57.709827143;11.918708078;117.5057;;;;;;;
1584853147256068;57.70982851;11.918703071;117.6033;;;;;;;
1584853147306013;57.709829871;11.918698073;117.6745;;;;;;;
1584853147356021;57.709831226;11.918693086;117.7161;;;;;;;
1584853147405998;57.709832572;11.918688108;117.7281;;;;;;;
1584853147455973;57.70983391;11.918683143;117.7066;;;;;;;
1584853147505968;57.709835239;11.918678191;117.6423;;;;;;;
1584853147555941;57.709836553;11.918673247;117.5488;;;;;;;
1584853147605948;57.70983785;11.918668306;117.4299;;;;;;;
1584853147656050;57.709839131;11.918663369;117.2906;;;;;;;
1584853147705917;57.709840396;11.918658434;117.1211;;;;;;;
1584853147756041;57.709841643;11.918653501;116.9156;;;;;;;
1584853147805958;57.709842872;11.918648568;116.6693;;;;;;;
1584853147855945;57.709844079;11.918643638;116.3761;;;;;;;
1584853147905944;57.709845259;11.918638708;116.0429;;;;;;;
1584853147955943;57.709846409;11.91863378;115.6718;;;;;;;
1584853148006129;57.70984753;11.918628859;115.2597;;;;;;;
1584853148055963;57.70984864;11.918623981;114.7988;;;;;;;
1584853148105977;57.709849711;11.918619103;114.284;;;;;;;
1584853148156103;57.709850743;11.918614226;113.7093;;;;;;;
1584853148206046;57.709851737;11.918609351;113.0812;;;;;;;
1584853148256035;57.70985269;11.918604476;112.4134;;;;;;;
1584853148305978;57.7098536;11.918599604;111.7156;;;;;;;
1584853148355953;57.709854465;11.918594731;110.9946;;;;;;;
1584853148405977;57.709855284;11.91858986;110.2452;;;;;;;
1584853148455964;57.70985606;11.918584997;109.4743;;;;;;;
1584853148505941;57.709856793;11.91858014;108.6629;;;;;;;
1584853148556038;57.709857481;11.918575293;107.84;;;;;;;
1584853148605958;57.709858116;11.918570451;106.9956;;;;;;;
1584853148655952;57.709858707;11.91856562;106.1459;;;;;;;
1584853148705931;57.709859259;11.918560798;105.2731;;;;;;;
1584853148755954;57.709859768;11.918555984;104.3978;;;;;;;
1584853148806070;57.709860229;11.918551177;103.5178;;;;;;;
1584853148855948;57.709860646;11.918546382;102.6316;;;;;;;
1584853148905997;57.70986102;11.918541594;101.7128;;;;;;;
1584853148956013;57.709861353;11.918536822;100.7718;;;;;;;
1584853149006154;57.709861649;11.918532085;99.82607;;;;;;;
1584853149055916;57.709861984;11.918527548;98.87494;;;;;;;
1584853149105967;57.709862268;11.918523009;97.90969;;;;;;;
1584853149156026;57.709862503;11.918518475;96.92782;;;;;;;
1584853149205965;57.709862691;11.918513944;95.91457;;;;;;;
1584853149255951;57.709862831;11.918509418;94.879;;;;;;;
1584853149306029;57.709862917;11.918504894;93.82675;;;;;;;
1584853149355993;57.709862953;11.918500378;92.75298;;;;;;;
1584853149405993;57.709862945;11.918495871;91.65859;;;;;;;
1584853149456024;57.70986289;11.918491375;90.54887;;;;;;;
1584853149505998;57.709862786;11.918486894;89.44037;;;;;;;
1584853149555982;57.709862628;11.91848243;88.33483;;;;;;;
1584853149606086;57.709862417;11.91847798;87.22958;;;;;;;
1584853149655949;57.70986216;11.918473545;86.10467;;;;;;;
1584853149705920;57.709861854;11.918469125;84.95715;;;;;;;
1584853149755985;57.709861495;11.918464721;83.80138;;;;;;;
1584853149806037;57.709861086;11.918460334;82.64176;;;;;;;
1584853149855985;57.709860632;11.918455963;81.46786;;;;;;;
1584853149906040;57.70986013;11.918451612;80.29178;;;;;;;
1584853149955986;57.70985958;11.91844728;79.12047;;;;;;;
1584853150006231;57.709858988;11.918442964;77.95337;;;;;;;
1584853150055984;57.709858417;11.918438633;76.79106;;;;;;;
1584853150105960;57.709857796;11.918434327;75.62453;;;;;;;
1584853150156000;57.709857123;11.918430049;74.45396;;;;;;;
1584853150205999;57.709856401;11.9184258;73.27886;;;;;;;
1584853150256000;57.709855628;11.918421584;72.0899;;;;;;;
1584853150306007;57.709854804;11.918417402;70.89507;;;;;;;
1584853150355963;57.709853931;11.918413257;69.68951;;;;;;;
1584853150406039;57.709853011;11.918409149;68.4866;;;;;;;
1584853150455974;57.709852043;11.918405084;67.28576;;;;;;;
1584853150506002;57.709851029;11.918401063;66.08431;;;;;;;
1584853150555999;57.709849967;11.918397088;64.87976;;;;;;;
1584853150606011;57.709848859;11.918393159;63.673;;;;;;;
1584853150655958;57.709847706;11.918389275;62.46146;;;;;;;
1584853150705943;57.709846508;11.918385439;61.24805;;;;;;;
1584853150755976;57.709845267;11.918381653;60.03189;;;;;;;
1584853150806149;57.709843983;11.918377922;58.81962;;;;;;;
1584853150855995;57.709842653;11.918374251;57.61013;;;;;;;
1584853150905957;57.70984128;11.918370639;56.40259;;;;;;;
1584853150955924;57.709839863;11.918367085;55.1953;;;;;;;
1584853151006186;57.709838397;11.918363583;53.98729;;;;;;;
1584853151055921;57.709836838;11.918360076;52.78375;;;;;;;
1584853151106049;57.709835238;11.918356631;51.57747;;;;;;;
1584853151155973;57.7098336;11.918353248;50.36633;;;;;;;
1584853151206018;57.709831924;11.918349931;49.14502;;;;;;;
1584853151256013;57.709830207;11.918346686;47.91982;;;;;;;
1584853151305967;57.70982845;11.918343516;46.70105;;;;;;;
1584853151355967;57.709826655;11.918340419;45.48627;;;;;;;
1584853151406003;57.709824824;11.918337396;44.27283;;;;;;;
1584853151456038;57.709822958;11.918334449;43.06073;;;;;;;
1584853151505998;57.709821059;11.918331579;41.84525;;;;;;;
1584853151555974;57.709819128;11.918328785;40.62767;;;;;;;
1584853151606028;57.709817167;11.918326068;39.40858;;;;;;;
1584853151656027;57.709815174;11.918323432;38.1905;;;;;;;
1584853151706002;57.70981315;11.918320883;36.98136;;;;;;;
1584853151755986;57.709811096;11.918318422;35.77295;;;;;;;
1584853151806043;57.709809012;11.91831605;34.55693;;;;;;;
1584853151856053;57.709806899;11.918313772;33.32909;;;;;;;
1584853151906005;57.709804759;11.91831159;32.09336;;;;;;;
1584853151955947;57.709802592;11.918309499;30.83796;;;;;;;
1584853152006242;57.709800401;11.918307487;29.56642;;;;;;;
1584853152056058;57.709798186;11.918305488;28.29483;;;;;;;
1584853152106009;57.709795948;11.918303584;27.03034;;;;;;;
1584853152156020;57.709793686;11.918301782;25.7739;;;;;;;
1584853152206013;57.709791403;11.918300078;24.52014;;;;;;;
1584853152255996;57.709789101;11.918298467;23.26183;;;;;;;
1584853152306115;57.70978678;11.918296954;22.0023;;;;;;;
1584853152355975;57.70978444;11.918295541;20.73517;;;;;;;
1584853152406052;57.709782084;11.918294224;19.46611;;;;;;;
1584853152455988;57.709779712;11.918293009;18.19846;;;;;;;
1584853152506018;57.709777328;11.918291899;16.9399;;;;;;;
1584853152556054;57.709774931;11.918290894;15.68746;;;;;;;
1584853152606027;57.709772521;11.918289993;14.43562;;;;;;;
1584853152656026;57.709770099;11.918289203;13.17154;;;;;;;
1584853152705908;57.709767668;11.918288517;11.90528;;;;;;;
1584853152755990;57.709765229;11.918287926;10.63193;;;;;;;
1584853152806242;57.709762783;11.918287433;9.352003;;;;;;;
1584853152856002;57.70976033;11.918287044;8.077085;;;;;;;
1584853152906018;57.709757873;11.918286758;6.818036;;;;;;;
1584853152955988;57.709755413;11.918286576;5.580032;;;;;;;
1584853153006217;57.709752952;11.918286483;4.36307;;;;;;;
1584853153055947;57.709750504;11.918286399;3.16747;;;;;;;
1584853153105994;57.709748055;11.918286411;1.998215;;;;;;;
1584853153156004;57.709745605;11.918286514;0.8577442;;;;;;;
1584853153206040;57.709743156;11.918286702;359.7495;;;;;;;
1584853153256106;57.709740706;11.918286965;358.6817;;;;;;;
1584853153306131;57.709738255;11.918287301;357.6593;;;;;;;
