sample_ts;lat;lon;northHeading;groundSpeed;SteeringWhlAngle;IMULatAcceleration;IMULgtAcceleration;IMUVerAcceleration;IMURollRate;IMUYawRate
1584853153805141;;;;5.92756;;;;;;
1584853153815017;;;;5.9041;;;;;;
1584853153825203;;;;5.91583;;;;;;
1584853153835330;;;;5.93929;;;;;;
1584853153845534;;;;5.93538;;;;;;
1584853153855348;;;;5.94711;;;;;;
1584853153865084;;;;5.93929;;;;;;
1584853153875008;;;;5.95102;;;;;;
1584853153885023;;;;5.95102;;;;;;
1584853153895432;;;;5.91583;;;;;;
1584853153905542;;;;5.95493;;;;;;
1584853153915307;;;;5.95493;;;;;;
1584853153925299;;;;5.94711;;;;;;
1584853153935367;;;;5.95102;;;;;;
1584853153945212;;;;5.93538;;;;;;
1584853153955224;;;;5.94711;;;;;;
1584853153965002;;;;5.95102;;;;;;
1584853153975409;;;;5.95493;;;;;;
1584853153985330;;;;5.95493;;;;;;
1584853153995554;;;;5.96666;;;;;;
1584853154005337;;;;5.95884;;;;;;
1584853154015057;;;;5.96275;;;;;;
1584853154024929;;;;5.96275;;;;;;
1584853154035142;;;;5.96666;;;;;;
1584853154045388;;;;5.97057;;;;;;
1584853154055539;;;;5.96275;;;;;;
1584853154065300;;;;5.96275;;;;;;
1584853154075294;;;;5.97057;;;;;;
1584853154085111;;;;5.97057;;;;;;
1584853154095239;;;;5.95102;;;;;;
1584853154105111;;;;5.95102;;;;;;
1584853154115062;;;;5.98621;;;;;;
1584853154125158;;;;5.97839;;;;;;
1584853154135322;;;;5.9823;;;;;;
1584853154145313;;;;5.97448;;;;;;
1584853154155342;;;;6.00185;;;;;;
1584853154165092;;;;5.96666;;;;;;
1584853154174977;;;;6.00185;;;;;;
1584853154185023;;;;5.97057;;;;;;
1584853154195480;;;;5.99012;;;;;;
1584853154205545;;;;5.97057;;;;;;
1584853154215296;;;;5.99012;;;;;;
1584853154225303;;;;6.00185;;;;;;
1584853154235355;;;;6.00576;;;;;;
1584853154245197;;;;5.99794;;;;;;
1584853154255165;;;;6.01358;;;;;;
1584853154264968;;;;5.99012;;;;;;
1584853154275385;;;;5.96275;;;;;;
1584853154285318;;;;5.90019;;;;;;
1584853154295546;;;;5.95884;;;;;;
1584853154305331;;;;6.0214;;;;;;
1584853154315061;;;;6.00967;;;;;;
1584853154324951;;;;5.99794;;;;;;
1584853154335092;;;;6.01749;;;;;;
1584853154345376;;;;6.04095;;;;;;
1584853154355520;;;;5.96275;;;;;;
1584853154365308;;;;5.91974;;;;;;
1584853154375287;;;;5.91974;;;;;;
1584853154385094;;;;5.97839;;;;;;
1584853154395254;;;;6.0214;;;;;;
1584853154405121;;;;6.01749;;;;;;
1584853154415031;;;;6.02922;;;;;;
1584853154425374;;;;6.04486;;;;;;
1584853154435334;;;;6.0605;;;;;;
1584853154445540;;;;6.04486;;;;;;
1584853154455354;;;;6.00576;;;;;;
1584853154465074;;;;6.00967;;;;;;
1584853154474977;;;;6.04095;;;;;;
1584853154485031;;;;6.04095;;;;;;
1584853154495430;;;;6.03704;;;;;;
1584853154505314;;;;6.06441;;;;;;
1584853154515307;;;;6.05268;;;;;;
1584853154525297;;;;6.07223;;;;;;
1584853154535348;;;;6.04877;;;;;;
1584853154545215;;;;6.08005;;;;;;
1584853154555209;;;;6.05268;;;;;;
1584853154564961;;;;6.05268;;;;;;
1584853154575375;;;;6.04486;;;;;;
1584853154585340;;;;6.06441;;;;;;
1584853154595543;;;;6.09569;;;;;;
1584853154605338;;;;6.09569;;;;;;
1584853154615076;;;;6.07614;;;;;;
1584853154624930;;;;6.06441;;;;;;
1584853154635119;;;;6.08396;;;;;;
1584853154645375;;;;6.08005;;;;;;
1584853154655543;;;;6.10351;;;;;;
1584853154665309;;;;6.07614;;;;;;
1584853154675293;;;;6.11133;;;;;;
1584853154685104;;;;6.10351;;;;;;
1584853154695268;;;;6.07223;;;;;;
1584853154705108;;;;6.09569;;;;;;
1584853154715024;;;;6.11524;;;;;;
1584853154725359;;;;6.1387;;;;;;
1584853154735327;;;;6.13088;;;;;;
1584853154745540;;;;6.11133;;;;;;
1584853154755568;;;;6.11524;;;;;;
1584853154765093;;;;6.14261;;;;;;
1584853154774985;;;;6.14261;;;;;;
1584853154785031;;;;6.13088;;;;;;
1584853154795430;;;;6.16216;;;;;;
1584853154805534;;;;6.14261;;;;;;
1584853154815307;;;;6.13088;;;;;;
1584853154825293;;;;6.13479;;;;;;
1584853154835352;;;;6.1387;;;;;;
1584853154845211;;;;6.15825;;;;;;
1584853154855157;;;;6.14652;;;;;;
1584853154864958;;;;6.14652;;;;;;
1584853154875407;;;;6.15825;;;;;;
1584853154885326;;;;6.16607;;;;;;
1584853154895532;;;;6.16216;;;;;;
1584853154905327;;;;6.16998;;;;;;
1584853154915088;;;;6.1778;;;;;;
1584853154924973;;;;6.18562;;;;;;
1584853154935107;;;;6.16998;;;;;;
1584853154945409;;;;6.1778;;;;;;
1584853154955537;;;;6.18171;;;;;;
1584853154965314;;;;6.19344;;;;;;
1584853154975293;;;;6.19735;;;;;;
1584853154985105;;;;6.20126;;;;;;
1584853154995293;;;;6.20126;;;;;;
1584853155005159;;;;6.2169;;;;;;
1584853155015036;;;;6.19735;;;;;;
1584853155025172;;;;6.21299;;;;;;
1584853155035348;;;;6.18953;;;;;;
1584853155045551;;;;6.22472;;;;;;
1584853155055346;;;;6.22081;;;;;;
1584853155065072;;;;6.20908;;;;;;
1584853155075040;;;;6.18953;;;;;;
1584853155085053;;;;6.18562;;;;;;
1584853155095420;;;;6.20126;;;;;;
1584853155105542;;;;6.21299;;;;;;
1584853155115315;;;;6.19344;;;;;;
1584853155125295;;;;6.2169;;;;;;
1584853155135350;;;;6.22472;;;;;;
1584853155145221;;;;6.22472;;;;;;
1584853155155217;;;;6.20517;;;;;;
1584853155165008;;;;6.22081;;;;;;
1584853155175378;;;;6.20517;;;;;;
1584853155185351;;;;6.20126;;;;;;
1584853155195561;;;;6.20517;;;;;;
1584853155205346;;;;6.21299;;;;;;
1584853155215051;;;;6.20517;;;;;;
1584853155224939;;;;6.20126;;;;;;
1584853155235145;;;;6.24036;;;;;;
1584853155245414;;;;6.21299;;;;;;
1584853155255551;;;;6.25209;;;;;;
1584853155265316;;;;6.2169;;;;;;
1584853155275308;;;;6.21299;;;;;;
1584853155285108;;;;6.18562;;;;;;
1584853155295254;;;;6.22863;;;;;;
1584853155305117;;;;6.20908;;;;;;
1584853155315073;;;;6.24036;;;;;;
1584853155325179;;;;6.23645;;;;;;
1584853155335345;;;;6.25209;;;;;;
1584853155345550;;;;6.27555;;;;;;
1584853155355328;;;;6.26773;;;;;;
1584853155365094;;;;6.23254;;;;;;
1584853155374976;;;;6.23645;;;;;;
1584853155385007;;;;6.22081;;;;;;
1584853155395484;;;;6.22081;;;;;;
1584853155405549;;;;6.24036;;;;;;
1584853155415320;;;;6.25209;;;;;;
1584853155425313;;;;6.27555;;;;;;
1584853155435359;;;;6.25991;;;;;;
1584853155445218;;;;6.256;;;;;;
1584853155455167;;;;6.256;;;;;;
1584853155464963;;;;6.27555;;;;;;
1584853155475398;;;;6.24036;;;;;;
1584853155485343;;;;6.23254;;;;;;
1584853155495547;;;;6.22863;;;;;;
1584853155505358;;;;6.256;;;;;;
1584853155515079;;;;6.26773;;;;;;
1584853155524959;;;;6.27555;;;;;;
1584853155535103;;;;6.2951;;;;;;
1584853155545398;;;;6.30683;;;;;;
1584853155555561;;;;6.29119;;;;;;
1584853155565324;;;;6.28728;;;;;;
1584853155575297;;;;6.29901;;;;;;
1584853155585127;;;;6.31465;;;;;;
1584853155595277;;;;6.30683;;;;;;
1584853155605119;;;;6.33811;;;;;;
1584853155615017;;;;6.30683;;;;;;
1584853155625151;;;;6.33029;;;;;;
1584853155635339;;;;6.31856;;;;;;
1584853155645562;;;;6.2951;;;;;;
1584853155655359;;;;6.29901;;;;;;
1584853155665079;;;;6.29901;;;;;;
1584853155674988;;;;6.33811;;;;;;
1584853155685036;;;;6.34593;;;;;;
1584853155695488;;;;6.34202;;;;;;
1584853155705307;;;;6.36548;;;;;;
1584853155715307;;;;6.36157;;;;;;
1584853155725299;;;;6.35375;;;;;;
1584853155735358;;;;6.38112;;;;;;
1584853155745197;;;;6.38503;;;;;;
1584853155755186;;;;6.36157;;;;;;
1584853155764977;;;;6.36939;;;;;;
1584853155775382;;;;6.34593;;;;;;
1584853155785351;;;;6.36939;;;;;;
1584853155795550;;;;6.39285;;;;;;
1584853155805351;;;;6.38503;;;;;;
1584853155815062;;;;6.38503;;;;;;
1584853155824952;;;;6.37721;;;;;;
1584853155835107;;;;6.37721;;;;;;
1584853155845380;;;;6.37721;;;;;;
1584853155855540;;;;6.39285;;;;;;
1584853155865317;;;;6.38503;;;;;;
1584853155875304;;;;6.40067;;;;;;
1584853155885110;;;;6.40849;;;;;;
1584853155895265;;;;6.40067;;;;;;
1584853155904920;;;;6.40849;;;;;;
1584853155915056;;;;6.40849;;;;;;
1584853155925167;;;;6.40849;;;;;;
1584853155935349;;;;6.40067;;;;;;
1584853155945317;;;;6.40458;;;;;;
1584853155955349;;;;6.4124;;;;;;
1584853155965331;;;;6.40067;;;;;;
1584853155974982;;;;6.41631;;;;;;
1584853155985004;;;;6.42804;;;;;;
1584853155995440;;;;6.43195;;;;;;
1584853156005315;;;;6.42804;;;;;;
1584853156015320;;;;6.43586;;;;;;
1584853156025301;;;;6.43977;;;;;;
1584853156035365;;;;6.42413;;;;;;
1584853156045237;;;;6.43977;;;;;;
1584853156054986;;;;6.43977;;;;;;
1584853156064974;;;;6.40458;;;;;;
1584853156075231;;;;6.42413;;;;;;
1584853156085354;;;;6.41631;;;;;;
1584853156095548;;;;6.41631;;;;;;
1584853156105104;;;;6.42804;;;;;;
1584853156115144;;;;6.43977;;;;;;
1584853156124927;;;;6.43195;;;;;;
1584853156135103;;;;6.43977;;;;;;
1584853156145367;;;;6.4124;;;;;;
1584853156155321;;;;6.42022;;;;;;
1584853156165324;;;;6.40849;;;;;;
1584853156175311;;;;6.40458;;;;;;
1584853156185136;;;;6.4124;;;;;;
1584853156195316;;;;6.41631;;;;;;
1584853156204968;;;;6.4124;;;;;;
1584853156215041;;;;6.42022;;;;;;
1584853156225202;;;;6.39676;;;;;;
1584853156235351;;;;6.41631;;;;;;
1584853156245328;;;;6.42804;;;;;;
1584853156255354;;;;6.4124;;;;;;
1584853156265327;;;;6.40849;;;;;;
1584853156275029;;;;6.40067;;;;;;
1584853156285009;;;;6.40849;;;;;;
1584853156295443;;;;6.39676;;;;;;
1584853156305318;;;;6.38894;;;;;;
1584853156315319;;;;6.40849;;;;;;
1584853156325083;;;;6.38894;;;;;;
1584853156335371;;;;6.40067;;;;;;
1584853156345187;;;;6.36548;;;;;;
1584853156355036;;;;6.40458;;;;;;
1584853156364991;;;;6.38503;;;;;;
1584853156375193;;;;6.38503;;;;;;
1584853156385349;;;;6.36548;;;;;;
1584853156395558;;;;6.40067;;;;;;
1584853156405110;;;;6.36939;;;;;;
1584853156415108;;;;6.3733;;;;;;
1584853156424939;;;;6.38503;;;;;;
1584853156435166;;;;6.39285;;;;;;
1584853156445422;;;;6.39285;;;;;;
1584853156455341;;;;6.38503;;;;;;
1584853156465333;;;;6.40067;;;;;;
1584853156475311;;;;6.40458;;;;;;
1584853156485121;;;;6.38894;;;;;;
1584853156495262;;;;6.39285;;;;;;
1584853156504927;;;;6.35766;;;;;;
1584853156515243;;;;6.38503;;;;;;
1584853156525223;;;;6.38112;;;;;;
1584853156535362;;;;6.37721;;;;;;
1584853156545341;;;;6.38112;;;;;;
1584853156555368;;;;6.36939;;;;;;
1584853156565361;;;;6.38112;;;;;;
1584853156575022;;;;6.37721;;;;;;
1584853156585031;;;;6.38112;;;;;;
1584853156595528;;;;6.36939;;;;;;
1584853156605324;;;;6.36548;;;;;;
1584853156615562;;;;6.39285;;;;;;
1584853156625079;;;;6.38503;;;;;;
1584853156635372;;;;6.38112;;;;;;
1584853156645194;;;;6.37721;;;;;;
1584853156655033;;;;6.38894;;;;;;
1584853156665145;;;;6.37721;;;;;;
1584853156675431;;;;6.36939;;;;;;
1584853156685377;;;;6.39285;;;;;;
1584853156695583;;;;6.38894;;;;;;
1584853156705108;;;;6.40458;;;;;;
1584853156715265;;;;6.37721;;;;;;
1584853156724927;;;;6.37721;;;;;;
1584853156735146;;;;6.38894;;;;;;
1584853156745396;;;;6.38894;;;;;;
1584853156755326;;;;6.40067;;;;;;
1584853156765583;;;;6.35375;;;;;;
1584853156775330;;;;6.38503;;;;;;
1584853156785132;;;;6.38112;;;;;;
1584853156795312;;;;6.38112;;;;;;
1584853156804941;;;;6.36548;;;;;;
1584853156815227;;;;6.38503;;;;;;
1584853156825227;;;;6.3733;;;;;;
1584853156835608;;;;6.3733;;;;;;
1584853156845574;;;;6.38112;;;;;;
1584853156855365;;;;6.3733;;;;;;
1584853156865351;;;;6.38894;;;;;;
1584853156875025;;;;6.38112;;;;;;
1584853156885014;;;;6.36939;;;;;;
1584853156895482;;;;6.3733;;;;;;
1584853156905339;;;;6.36939;;;;;;
1584853156915568;;;;6.35375;;;;;;
1584853156925339;;;;6.37721;;;;;;
1584853156935386;;;;6.37721;;;;;;
1584853156945208;;;;6.36939;;;;;;
1584853156955043;;;;6.36157;;;;;;
1584853156965146;;;;6.3733;;;;;;
1584853156975402;;;;6.39285;;;;;;
1584853156985363;;;;6.38112;;;;;;
1584853156995575;;;;6.35766;;;;;;
1584853157005111;;;;6.33811;;;;;;
1584853157015260;;;;6.35375;;;;;;
1584853157024931;;;;6.34984;;;;;;
1584853157035151;;;;6.34984;;;;;;
1584853157045430;;;;6.34984;;;;;;
1584853157055335;;;;6.3733;;;;;;
1584853157065580;;;;6.36157;;;;;;
1584853157075314;;;;6.34202;;;;;;
1584853157085130;;;;6.36939;;;;;;
1584853157095302;;;;6.33811;;;;;;
1584853157104943;;;;6.34984;;;;;;
1584853157115225;;;;6.34202;;;;;;
1584853157125202;;;;6.32638;;;;;;
1584853157135377;;;;6.35375;;;;;;
1584853157145347;;;;6.34593;;;;;;
1584853157155359;;;;6.2951;;;;;;
1584853157165364;;;;6.35375;;;;;;
1584853157175042;;;;6.33811;;;;;;
1584853157185036;;;;6.34593;;;;;;
1584853157195496;;;;6.33811;;;;;;
1584853157205347;;;;6.34202;;;;;;
1584853157215580;;;;6.33811;;;;;;
1584853157225092;;;;6.34202;;;;;;
1584853157235380;;;;6.3342;;;;;;
1584853157245228;;;;6.33029;;;;;;
1584853157255038;;;;6.34202;;;;;;
1584853157265159;;;;6.32247;;;;;;
1584853157275403;;;;6.32247;;;;;;
1584853157285361;;;;6.30292;;;;;;
1584853157295583;;;;6.30683;;;;;;
1584853157305119;;;;6.33029;;;;;;
1584853157315331;;;;6.31856;;;;;;
1584853157324974;;;;6.31856;;;;;;
1584853157335121;;;;6.32247;;;;;;
1584853157345421;;;;6.31856;;;;;;
1584853157355341;;;;6.31465;;;;;;
1584853157365588;;;;6.32247;;;;;;
1584853157375316;;;;6.31465;;;;;;
1584853157385136;;;;6.30683;;;;;;
1584853157395344;;;;6.30683;;;;;;
1584853157404972;;;;6.2951;;;;;;
1584853157415239;;;;6.31465;;;;;;
1584853157425246;;;;6.31074;;;;;;
1584853157435364;;;;6.30683;;;;;;
1584853157445571;;;;6.30683;;;;;;
1584853157455388;;;;6.29119;;;;;;
1584853157465348;;;;6.30683;;;;;;
1584853157475074;;;;6.2951;;;;;;
1584853157485043;;;;6.31465;;;;;;
1584853157495481;;;;6.28337;;;;;;
1584853157505377;;;;6.31856;;;;;;
1584853157515569;;;;6.30292;;;;;;
1584853157525102;;;;6.30292;;;;;;
1584853157535389;;;;6.29901;;;;;;
1584853157545196;;;;6.30292;;;;;;
1584853157555090;;;;6.30292;;;;;;
1584853157565180;;;;6.29119;;;;;;
1584853157575423;;;;6.31074;;;;;;
1584853157585380;;;;6.30292;;;;;;
1584853157595582;;;;6.2951;;;;;;
1584853157605126;;;;6.2951;;;;;;
1584853157615298;;;;6.31074;;;;;;
1584853157624936;;;;6.2951;;;;;;
1584853157635202;;;;6.31074;;;;;;
1584853157645417;;;;6.2951;;;;;;
1584853157655356;;;;6.29901;;;;;;
1584853157665580;;;;6.28337;;;;;;
1584853157675328;;;;6.29901;;;;;;
1584853157685144;;;;6.30683;;;;;;
1584853157695348;;;;6.31465;;;;;;
1584853157704967;;;;6.31465;;;;;;
1584853157715295;;;;6.28728;;;;;;
1584853157725203;;;;6.29901;;;;;;
1584853157735373;;;;6.28728;;;;;;
1584853157745356;;;;6.30292;;;;;;
1584853157755371;;;;6.31465;;;;;;
1584853157765366;;;;6.30292;;;;;;
1584853157775038;;;;6.30292;;;;;;
1584853157785037;;;;6.2951;;;;;;
1584853157795543;;;;6.29119;;;;;;
1584853157805358;;;;6.256;;;;;;
1584853157815600;;;;6.30683;;;;;;
1584853157855044;;;;6.27555;;;;;;
1584853157865158;;;;6.30292;;;;;;
1584853157875413;;;;6.29119;;;;;;
1584853157885370;;;;6.28728;;;;;;
1584853157895578;;;;6.31074;;;;;;
1584853157915295;;;;6.2951;;;;;;
1584853157924962;;;;6.27946;;;;;;
1584853157935158;;;;6.30683;;;;;;
1584853157945419;;;;6.29119;;;;;;
1584853157955342;;;;6.2951;;;;;;
1584853157965592;;;;6.27946;;;;;;
1584853157975334;;;;6.2951;;;;;;
1584853157985169;;;;6.2951;;;;;;
1584853157995320;;;;6.29901;;;;;;
1584853158004960;;;;6.29119;;;;;;
1584853158015225;;;;6.30683;;;;;;
1584853158025194;;;;6.28728;;;;;;
1584853158035375;;;;6.29119;;;;;;
1584853158045350;;;;6.27946;;;;;;
1584853158055396;;;;6.28728;;;;;;
1584853158065355;;;;6.28728;;;;;;
1584853158075053;;;;6.28728;;;;;;
1584853158085053;;;;6.29119;;;;;;
1584853158095492;;;;6.2951;;;;;;
1584853158105349;;;;6.30292;;;;;;
1584853158115583;;;;6.28728;;;;;;
1584853158125341;;;;6.28337;;;;;;
1584853158135393;;;;6.28337;;;;;;
1584853158145209;;;;6.25991;;;;;;
1584853158155054;;;;6.27164;;;;;;
1584853158165168;;;;6.25209;;;;;;
1584853158175398;;;;6.29901;;;;;;
1584853158185393;;;;6.29119;;;;;;
1584853158195580;;;;6.28337;;;;;;
1584853158205128;;;;6.27946;;;;;;
1584853158215315;;;;6.27164;;;;;;
1584853158224967;;;;6.28728;;;;;;
1584853158235182;;;;6.29119;;;;;;
1584853158245409;;;;6.2951;;;;;;
1584853158255350;;;;6.29901;;;;;;
1584853158265592;;;;6.29119;;;;;;
1584853158275340;;;;6.28337;;;;;;
1584853158285133;;;;6.28728;;;;;;
1584853158295312;;;;6.2951;;;;;;
1584853158304957;;;;6.29119;;;;;;
1584853158315242;;;;6.28728;;;;;;
1584853158325252;;;;6.26773;;;;;;
1584853158335388;;;;6.27164;;;;;;
1584853158345356;;;;6.27946;;;;;;
1584853158355396;;;;6.28728;;;;;;
1584853158365361;;;;6.28337;;;;;;
1584853158375051;;;;6.27946;;;;;;
1584853158385031;;;;6.28728;;;;;;
1584853158395514;;;;6.28337;;;;;;
1584853158405341;;;;6.27555;;;;;;
1584853158415586;;;;6.2951;;;;;;
1584853158425339;;;;6.28337;;;;;;
1584853158435409;;;;6.28337;;;;;;
1584853158445291;;;;6.27555;;;;;;
1584853158455063;;;;6.27164;;;;;;
1584853158465172;;;;6.27946;;;;;;
1584853158475421;;;;6.27555;;;;;;
1584853158485376;;;;6.28337;;;;;;
1584853158495580;;;;6.28728;;;;;;
1584853158505128;;;;6.29119;;;;;;
1584853158515341;;;;6.28337;;;;;;
1584853158524990;;;;6.28337;;;;;;
1584853158535170;;;;6.27946;;;;;;
1584853158545416;;;;6.28728;;;;;;
1584853158555348;;;;6.29119;;;;;;
1584853158565590;;;;6.27555;;;;;;
1584853158575352;;;;6.31074;;;;;;
1584853158585170;;;;6.28337;;;;;;
1584853158595357;;;;6.2951;;;;;;
1584853158605003;;;;6.27555;;;;;;
1584853158615252;;;;6.27946;;;;;;
1584853158625207;;;;6.30292;;;;;;
1584853158635379;;;;6.28337;;;;;;
1584853158645360;;;;6.27946;;;;;;
1584853158655385;;;;6.29901;;;;;;
1584853158665358;;;;6.31074;;;;;;
1584853158675078;;;;6.29119;;;;;;
1584853158685078;;;;6.30292;;;;;;
1584853158695540;;;;6.28728;;;;;;
1584853158705347;;;;6.31465;;;;;;
1584853158715599;;;;6.28728;;;;;;
1584853158725106;;;;6.28728;;;;;;
1584853158735406;;;;6.2951;;;;;;
1584853158745228;;;;6.29119;;;;;;
1584853158755135;;;;6.27946;;;;;;
1584853158765245;;;;6.27946;;;;;;
1584853158775400;;;;6.30683;;;;;;
1584853158785366;;;;6.31074;;;;;;
1584853158795575;;;;6.31074;;;;;;
1584853158805139;;;;6.31856;;;;;;
1584853158815310;;;;6.31074;;;;;;
1584853158824953;;;;6.2951;;;;;;
1584853158835211;;;;6.29119;;;;;;
1584853158845412;;;;6.2951;;;;;;
1584853158855339;;;;6.28728;;;;;;
1584853158865602;;;;6.29901;;;;;;
1584853158875360;;;;6.28728;;;;;;
1584853158885148;;;;6.29119;;;;;;
1584853158895310;;;;6.26773;;;;;;
1584853158904952;;;;6.32638;;;;;;
1584853158915295;;;;6.32247;;;;;;
1584853158925202;;;;6.32638;;;;;;
1584853158935394;;;;6.31074;;;;;;
1584853158945366;;;;6.28337;;;;;;
1584853158955386;;;;6.31074;;;;;;
1584853158965364;;;;6.31465;;;;;;
1584853158975039;;;;6.31074;;;;;;
1584853158985035;;;;6.31074;;;;;;
1584853158995575;;;;6.2951;;;;;;
1584853159005363;;;;6.28728;;;;;;
1584853159015570;;;;6.29901;;;;;;
1584853159025352;;;;6.33029;;;;;;
1584853159035402;;;;6.31856;;;;;;
1584853159045226;;;;6.33029;;;;;;
1584853159055071;;;;6.32247;;;;;;
1584853159065206;;;;6.32247;;;;;;
1584853159075378;;;;6.31856;;;;;;
1584853159085383;;;;6.32247;;;;;;
1584853159095607;;;;6.32638;;;;;;
1584853159105128;;;;6.31465;;;;;;
1584853159115315;;;;6.30292;;;;;;
1584853159124975;;;;6.31856;;;;;;
1584853159135176;;;;6.28337;;;;;;
1584853159145424;;;;6.24036;;;;;;
1584853159155352;;;;6.16607;;;;;;
1584853159165599;;;;6.16216;;;;;;
1584853159175345;;;;6.22081;;;;;;
1584853159185163;;;;6.28337;;;;;;
1584853159195329;;;;6.3342;;;;;;
1584853159204956;;;;6.34984;;;;;;
1584853159215253;;;;6.32247;;;;;;
1584853159225378;;;;6.32638;;;;;;
1584853159235388;;;;6.34593;;;;;;
1584853159245589;;;;6.34593;;;;;;
1584853159255397;;;;6.34202;;;;;;
1584853159265373;;;;6.3342;;;;;;
1584853159275046;;;;6.33811;;;;;;
1584853159285038;;;;6.39676;;;;;;
1584853159295497;;;;6.38503;;;;;;
1584853159305357;;;;6.38894;;;;;;
1584853159315588;;;;6.32247;;;;;;
1584853159325349;;;;6.31465;;;;;;
1584853159335415;;;;6.33029;;;;;;
1584853159345209;;;;6.39285;;;;;;
1584853159355054;;;;6.4515;;;;;;
1584853159365191;;;;6.44759;;;;;;
1584853159375369;;;;6.44759;;;;;;
1584853159385373;;;;6.40849;;;;;;
1584853159395602;;;;6.34202;;;;;;
1584853159405139;;;;6.34593;;;;;;
1584853159415321;;;;6.32247;;;;;;
1584853159424965;;;;6.38112;;;;;;
1584853159435210;;;;6.43977;;;;;;
1584853159445405;;;;6.4906;;;;;;
1584853159455356;;;;6.49451;;;;;;
1584853159465587;;;;6.44759;;;;;;
1584853159475338;;;;6.43586;;;;;;
1584853159485145;;;;6.45932;;;;;;
1584853159495317;;;;6.44759;;;;;;
1584853159504987;;;;6.40849;;;;;;
1584853159515270;;;;6.39285;;;;;;
1584853159525408;;;;6.35766;;;;;;
1584853159535378;;;;6.40458;;;;;;
1584853159545351;;;;6.41631;;;;;;
1584853159555377;;;;6.4124;;;;;;
1584853159565371;;;;6.40849;;;;;;
1584853159575046;;;;6.39285;;;;;;
1584853159585061;;;;6.41631;;;;;;
1584853159595537;;;;6.40067;;;;;;
1584853159605352;;;;6.34984;;;;;;
1584853159615592;;;;6.29901;;;;;;
1584853159625123;;;;6.30683;;;;;;
1584853159635411;;;;6.31074;;;;;;
1584853159645230;;;;6.31465;;;;;;
1584853159655055;;;;6.31074;;;;;;
1584853159665189;;;;6.31074;;;;;;
1584853159675371;;;;6.18953;;;;;;
1584853159685383;;;;6.06832;;;;;;
1584853159695614;;;;6.11524;;;;;;
1584853159705133;;;;6.12697;;;;;;
1584853159715358;;;;6.18562;;;;;;
1584853159725016;;;;6.18171;;;;;;
1584853159735163;;;;6.19344;;;;;;
1584853159745444;;;;6.21299;;;;;;
1584853159755342;;;;6.20126;;;;;;
1584853159765590;;;;6.18562;;;;;;
1584853159775338;;;;6.19735;;;;;;
1584853159785148;;;;6.15825;;;;;;
1584853159795364;;;;6.15043;;;;;;
1584853159804976;;;;6.19344;;;;;;
1584853159815260;;;;6.19344;;;;;;
1584853159825217;;;;6.20517;;;;;;
1584853159835394;;;;6.1778;;;;;;
1584853159845351;;;;6.15434;;;;;;
1584853159855395;;;;6.14652;;;;;;
1584853159865378;;;;6.16998;;;;;;
1584853159875116;;;;6.17389;;;;;;
1584853159885045;;;;6.17389;;;;;;
1584853159895501;;;;6.18562;;;;;;
1584853159905362;;;;6.19344;;;;;;
1584853159915583;;;;6.19735;;;;;;
1584853159925113;;;;6.22863;;;;;;
1584853159935396;;;;6.23645;;;;;;
1584853159945234;;;;6.23254;;;;;;
1584853159955112;;;;6.22472;;;;;;
1584853159965205;;;;6.20517;;;;;;
1584853159975371;;;;6.20517;;;;;;
1584853159985380;;;;6.22863;;;;;;
1584853159995587;;;;6.29119;;;;;;
1584853160005166;;;;6.3342;;;;;;
1584853160015315;;;;6.36548;;;;;;
1584853160024988;;;;6.36157;;;;;;
1584853160035220;;;;6.32247;;;;;;
1584853160045436;;;;6.29901;;;;;;
1584853160055376;;;;6.27946;;;;;;
1584853160065619;;;;6.31856;;;;;;
1584853160075347;;;;6.32247;;;;;;
1584853160085166;;;;6.35375;;;;;;
1584853160095328;;;;6.37721;;;;;;
1584853160104964;;;;6.35375;;;;;;
1584853160115322;;;;6.33029;;;;;;
1584853160125187;;;;6.36548;;;;;;
1584853160135398;;;;6.35375;;;;;;
1584853160145362;;;;6.36157;;;;;;
1584853160155405;;;;6.35766;;;;;;
1584853160165390;;;;6.36939;;;;;;
1584853160175066;;;;6.36939;;;;;;
1584853160185064;;;;6.33029;;;;;;
1584853160195582;;;;6.32247;;;;;;
1584853160205374;;;;6.36939;;;;;;
1584853160215610;;;;6.35766;;;;;;
1584853160225344;;;;6.36157;;;;;;
1584853160235409;;;;6.35375;;;;;;
1584853160245234;;;;6.33811;;;;;;
1584853160255065;;;;6.31074;;;;;;
1584853160265175;;;;6.30683;;;;;;
1584853160275412;;;;6.30683;;;;;;
1584853160285391;;;;6.34202;;;;;;
1584853160295577;;;;6.33811;;;;;;
1584853160305133;;;;6.36157;;;;;;
1584853160315333;;;;6.34984;;;;;;
1584853160324968;;;;6.34202;;;;;;
1584853160335158;;;;6.33029;;;;;;
1584853160345428;;;;6.34593;;;;;;
1584853160355363;;;;6.29901;;;;;;
1584853160365610;;;;6.34202;;;;;;
1584853160375352;;;;6.35766;;;;;;
1584853160385157;;;;6.32247;;;;;;
1584853160395326;;;;6.38112;;;;;;
1584853160404977;;;;6.38503;;;;;;
1584853160415281;;;;6.36939;;;;;;
1584853160425206;;;;6.39285;;;;;;
1584853160435629;;;;6.4124;;;;;;
1584853160445582;;;;6.42022;;;;;;
1584853160455389;;;;6.41631;;;;;;
