,Timestamp,IMULgtAcceleration,IMULatAcceleration,IMUVerAcceleration,IMURollRate,IMUYawRate,northHeading,groundSpeed,throttle,location_x,location_y
2,737.169519651681,0,0,0.009951591491699,0,0,3.16626501083374,3.52800028324127,1,,
3,737.219519652426,0,0,0.010045051574707,0,0,3.16626501083374,3.52800028324127,1,0.70049923658371,-189.727951049805
4,737.269519653171,-4.81801180285402E-07,-1.95253051060718E-05,10.0476703643799,-3.5390148696024E-06,4.94043139731559E-11,3.16626501083374,5.29200053215027,1,,
5,737.319519653916,-4.81801180285402E-07,-1.95253051060718E-05,17.9588661193848,-2.47434127231827E-06,4.04036942791564E-11,3.16626501083374,5.29200053215027,1,0.70049923658371,-189.727951049805
6,737.369519654661,0,0,18.2409229278564,-1.28258727727371E-06,4.82307735416576E-11,3.16626501083374,7.05600099563599,1,,
7,737.419519655407,9.63602360570803E-07,3.90506102121435E-05,17.5883979797363,-8.38891310195322E-07,-7.03763436415983E-13,3.16626501083374,7.05600099563599,1,0.70049923658371,-189.727951049805
8,737.469519656152,-4.81801180285402E-07,-1.95253051060718E-05,16.3459777832031,-1.01593627732655E-07,2.00780503334386E-11,3.16626501083374,5.74747309685211,1,,
9,737.519519656897,9.63602360570803E-07,3.90506102121435E-05,14.8148832321167,7.86087994697482E-08,-5.91827975515713E-12,3.16626501083374,5.74747309685211,1,0.700499355792999,-189.727951049805
10,737.569519657642,1.21245169639587,0.000468969345093,13.2065238952637,2.84053385257721E-07,-1.52510244788573E-06,3.16626501083374,4.22776050567874,1,,
11,737.619519658387,8.19086170196533,-0.000669479370117,11.6172561645508,4.17232513427734E-07,3.48621142620686E-07,3.16626262664795,4.22776050567874,1,0.700499415397644,-189.727951049805
12,737.669519659132,7.91911888122559,-3.814697265625E-06,10.4686079025269,6.66826963424683E-07,4.17716364609078E-07,3.16626501083374,2.73489918708951,1,,
13,737.719519659877,6.96017408370972,0.000162124633789,9.60231018066406,2.9243528842926E-07,4.61437593912706E-07,3.16626262664795,2.73489918708951,1,0.700499475002289,-189.727951049805
14,737.769519660622,6.37341213226318,-3.91006469726562E-05,9.00242424011231,5.66244125366211E-07,4.92946128360927E-07,3.16626262664795,1.41145938634925,1,,
15,737.819519661367,5.98914813995361,-2.57492065429687E-05,8.65407276153564,3.71597707271576E-07,5.20929461345077E-07,3.16626262664795,1.41145938634925,1,0.700499475002289,-189.727951049805
16,737.869519662112,5.74293947219849,-8.63075256347656E-05,8.51918983459473,2.60770320892334E-07,5.56141458218917E-07,3.16626262664795,0.340402713418088,1,,
17,737.919519662857,5.57522058486939,0.000184535980225,8.5494556427002,-7.47386366128922E-08,5.89238879911136E-07,3.16626262664795,0.340402713418088,1,0.700499534606934,-189.727951049805
18,737.969519663602,4.72030401229858,-0.000301361083984,8.71748447418213,-5.72763383388519E-08,2.64531990978867E-07,3.16626000404358,0.445522159337998,1,,
19,738.019519664347,0.529143691062927,0.00056129693985,9.03075408935547,3.25962901115417E-07,2.7805072022602E-08,3.16626000404358,0.445522159337998,1,0.700499475002289,-189.727951049805
20,738.069519665092,0.590233206748962,0.007066011428833,9.21597385406494,9.07853245735168E-05,0.000311813404551,3.1662769317627,1.18447643060172,1,,
21,738.119519665837,5.89117908477783,-0.006011009216309,9.27948951721191,-6.35553151369095E-05,-5.28788659721613E-05,3.16627955436707,1.18447643060172,1,0.700423657894135,-189.724914550781
