sample_ts,RadiusOfTurn,Lat_accel,IMUYawRate,Speed
1584853811103571.0,74.31964444444445,0.1785,0.004150390625,0.95013
1584853811303708.0,22.402438095238093,0.1615,0.01025390625,0.7038
1584853811503726.0,11.418358518518518,0.153,0.0146484375,0.50048
1584853811703567.0,7.104658043117745,0.1615,0.016357421875,0.33626
1584853811903971.0,3.9061853658536583,0.1615,0.02001953125,0.22678
1584853812103728.0,1.817079186228482,0.1275,0.017333984375,0.0
1584853812303579.0,0.0,0.153,0.017333984375,0.0
1584853812503756.0,0.0,0.1275,0.016357421875,0.0
1584853812703790.0,0.0,0.0935,0.013671875,0.0
1584853812903590.0,0.0,0.1105,0.017333984375,0.0
1584853813103749.0,0.0,0.1275,0.01806640625,0.0
1584853813303754.0,0.0,0.1275,0.016357421875,0.0
1584853813503641.0,0.0,0.153,0.016357421875,0.0
1584853813703756.0,0.0,0.1275,0.0146484375,0.0
1584853813903769.0,0.0,0.1105,0.021728515625,0.0
1584853814103618.0,0.0,0.1275,0.02001953125,0.0
1584853814304015.0,0.0,0.1275,0.0146484375,0.0
1584853814503782.0,0.0,0.1275,0.01806640625,0.0
1584853814703636.0,0.0,0.153,0.02001953125,0.0
1584853814903772.0,0.0,0.1275,0.016357421875,0.0
1584853815103821.0,0.0,0.1105,0.016357421875,0.0
1584853815303633.0,0.0,0.1275,0.015625,0.0
1584853815503778.0,0.0,0.0935,0.0146484375,0.0
1584853815703798.0,0.0,0.1785,0.01806640625,0.0
1584853815903661.0,0.0,0.153,0.016357421875,0.0
1584853816103794.0,0.0,0.153,0.015625,0.0
1584853816303795.0,0.0,0.153,0.02001953125,0.0
1584853816503643.0,0.0,0.1105,0.016357421875,0.0
1584853816704047.0,0.0,0.1105,0.020751953125,0.0
1584853816913786.0,0.0,0.0935,0.017333984375,0.0
1584853817113388.0,0.4518222222222222,0.1955,0.015625,0.05083
1584853817313553.0,3.5469453453453452,0.153,0.01806640625,0.41055
1584853817513775.0,8.709448513302034,0.1275,0.017333984375,0.67643
1584853817713416.0,15.422198518518517,0.1615,0.0146484375,0.95013
1584853817913571.0,20.90894222222222,0.0765,0.0146484375,1.25511
1584853818153651.0,21.24544729344729,0.0765,0.01904296875,1.65784
1584853818353818.0,32.565955555555554,0.1955,0.015625,2.00583
1584853818553806.0,44.209066666666665,0.1275,0.013671875,2.346
1584853818753681.0,44.382844444444444,0.1785,0.015625,2.64707
1584853818953815.0,44.957045383411575,0.153,0.017333984375,2.96378
1584853819153837.0,59.16785777777777,0.2805,0.0146484375,3.27658
1584853819353651.0,58.36443383084577,0.2635,0.016357421875,3.5972
1584853819554084.0,54.49671111111111,0.0935,0.01904296875,3.87481
1584853819753823.0,74.99785481481483,0.0425,0.0146484375,4.03512
1584853819953698.0,95.37491882086168,0.0425,0.011962890625,4.17979
1584853821963649.0,inf,0.2295,0.0,1.03615
1584853822163858.0,20.51854512471655,0.153,0.011962890625,0.73117
1584853822363477.0,10.600444444444443,0.0765,0.015625,0.46138
1584853822563624.0,5.208247154471545,0.1105,0.02001953125,0.28934
1584853822763870.0,2.5380467236467235,0.1105,0.01904296875,0.05865
1584853822963459.0,0.46993427230046947,0.0935,0.017333984375,0.0
1584853823163669.0,0.0,0.153,0.015625,0.0
1584853823363867.0,0.0,0.1105,0.016357421875,0.0
1584853823563488.0,0.0,0.1615,0.015625,0.0
1584853823763688.0,0.0,0.153,0.01806640625,0.0
1584853823963893.0,0.0,0.153,0.01904296875,0.0
1584853824163275.0,0.0,0.1955,0.017333984375,0.0
1584853824363677.0,0.0,0.1275,0.015625,0.0
1584853824563899.0,0.0,0.153,0.017333984375,0.0
1584853824763295.0,0.0,0.1615,0.017333984375,0.0
1584853824963691.0,0.0,0.153,0.017333984375,0.0
1584853825163909.0,0.0,0.0765,0.016357421875,0.0
1584853825363283.0,0.0,0.1105,0.01806640625,0.0
1584853825563706.0,0.0,0.0935,0.016357421875,0.0
1584853825763912.0,0.0,0.1275,0.016357421875,0.0
1584853825963296.0,0.0,0.153,0.01904296875,0.0
1584853826163706.0,0.0,0.153,0.01904296875,0.0
1584853826363925.0,0.0,0.1275,0.017333984375,0.0
1584853826563296.0,0.0,0.1275,0.015625,0.0
1584853826763719.0,0.0,0.1105,0.017333984375,0.0
1584853826963942.0,0.0,0.0935,0.016357421875,0.0
1584853827163305.0,0.0,0.1275,0.017333984375,0.0
1584853827363725.0,0.0,0.1615,0.017333984375,0.0
1584853827563949.0,0.0,0.0935,0.017333984375,0.0
1584853827763296.0,0.0,0.1275,0.016357421875,0.0
1584853827963718.0,0.0,0.1615,0.0146484375,0.0
1584853828163948.0,0.0,0.153,0.01806640625,0.0
1584853828363329.0,0.0,0.153,0.017333984375,0.0
1584853828563748.0,0.0,0.0935,0.020751953125,0.0
1584853828763969.0,0.0,0.1275,0.016357421875,0.0
1584853828963339.0,0.0,0.1615,0.01806640625,0.0
1584853829163742.0,0.0,0.1105,0.01904296875,0.0
1584853829363957.0,0.0,0.1785,0.0146484375,0.0
1584853829563340.0,0.0,0.1275,0.013671875,0.0
1584853829763757.0,0.0,0.0935,0.01806640625,0.0
1584853829963983.0,0.0,0.1275,0.017333984375,0.0
1584853830163338.0,0.0,0.153,0.02001953125,0.0
1584853830363750.0,0.0,0.1785,0.0146484375,0.0
1584853830563994.0,0.0,0.0935,0.01806640625,0.0
1584853830763361.0,0.0,0.0935,0.01904296875,0.0
1584853830963789.0,0.0,0.1275,0.01904296875,0.0
1584853831163990.0,0.0,0.1275,0.01806640625,0.0
1584853831363346.0,0.0,0.1105,0.015625,0.0
1584853831563777.0,0.0,0.1275,0.016357421875,0.0
1584853831783519.0,0.0,0.1275,0.01806640625,0.0
1584853831983854.0,0.0,0.1615,0.01904296875,0.0
1584853832183060.0,0.0,0.1105,0.01806640625,0.0
1584853832383770.0,0.0,0.1615,0.01904296875,0.0
1584853832583854.0,0.0,0.153,0.01806640625,0.0
1584853832783078.0,0.0,0.1275,0.01806640625,0.0
1584853833033779.0,0.0,0.1105,0.016357421875,0.0
