sample_ts,RadiusOfTurn,Lat_accel,IMUYawRate,Speed
1584855786255057.0,32.506810136452245,0.2635,0.041748046875,4.84058
1584855786455424.0,33.546062222222226,0.2465,0.0390625,4.59425
1584855786655068.0,29.059709421702404,0.3315,0.041748046875,4.14069
1584855786855066.0,42.284351240560945,0.1955,0.025146484375,3.51509
1584855787055428.0,40.68821173533083,0.0425,0.021728515625,2.85039
1584855787255094.0,35.698194037940375,0.4165,0.02001953125,2.29517
1584855787455066.0,25.84604444444445,0.2805,0.0224609375,1.88462
1584855787655435.0,28.850223548922052,0.1275,0.016357421875,1.51317
1584855787855109.0,21.616976525821595,0.3315,0.017333984375,1.18473
1584855788055067.0,16.47902848200313,0.306,0.017333984375,0.87193
1584855788255432.0,10.153528888888887,0.306,0.020751953125,0.64515
1584855788455117.0,8.15597037037037,0.3315,0.01904296875,0.47311
1584855788655104.0,6.516421909233176,0.2635,0.017333984375,0.34017
1584855788855461.0,4.1920547008547,0.2295,0.01904296875,0.2346
1584855789055107.0,1.980218970189702,0.2805,0.02001953125,0.05083
1584855789255125.0,0.4315913764510779,0.2465,0.016357421875,0.0
1584855789455476.0,0.0,0.2295,0.016357421875,0.0
1584855789655157.0,0.0,0.2295,0.0146484375,0.0
1584855789855152.0,0.0,0.2295,0.016357421875,0.0
1584855790055481.0,0.0,0.2805,0.02001953125,0.0
1584855790255146.0,0.0,0.2805,0.015625,0.0
1584855790455152.0,0.0,0.306,0.016357421875,0.0
1584855790655497.0,0.0,0.2805,0.016357421875,0.0
1584855790855186.0,0.0,0.2635,0.01904296875,0.0
1584855791055147.0,0.0,0.2805,0.016357421875,0.0
1584855791255507.0,0.0,0.2805,0.015625,0.0
1584855791455163.0,0.0,0.2805,0.016357421875,0.0
1584855791665203.0,0.0,0.3145,0.016357421875,0.0
1584855791865507.0,0.0,0.2635,0.016357421875,0.0
1584855792065628.0,0.0,0.2635,0.017333984375,0.0
1584855792265289.0,0.0,0.2635,0.016357421875,0.0
1584855792465510.0,0.0,0.2465,0.016357421875,0.0
1584855792665651.0,0.3777207547169811,0.2805,0.012939453125,0.03519
1584855792865255.0,2.254414414414414,0.2805,0.01806640625,0.25806
1584855793065519.0,4.584342547425474,0.2635,0.02001953125,0.40273
1584855793265656.0,6.730101424501425,0.306,0.01904296875,0.52003
1584855793465265.0,9.727405638474295,0.2635,0.016357421875,0.6256
1584855793665516.0,11.553369154228854,0.306,0.016357421875,0.73508
1584855793865698.0,12.62556744913928,0.2465,0.017333984375,0.84065
1584855794065264.0,13.797016216216216,0.3315,0.01806640625,0.95404
1584855794265532.0,17.130857711442786,0.306,0.016357421875,1.06352
1584855794465447.0,19.94968888888889,0.2465,0.015625,1.18082
1584855794665258.0,18.165570370370368,0.3145,0.01904296875,1.30985
1584855794865542.0,26.136177777777775,0.3655,0.0146484375,1.4467
1584855795065677.0,25.862283250414592,0.2805,0.016357421875,1.59919
1584855795265275.0,34.1200253968254,0.3655,0.013671875,1.7595
1584855795465553.0,21.68746666666667,0.3995,0.0234375,1.90026
1584855795665476.0,37.369173333333336,0.3315,0.0146484375,2.04102
1584855795865267.0,32.31327327327328,0.459,0.01806640625,2.16223
1584855796065559.0,35.558359937402194,0.3485,0.017333984375,2.27562
1584855796265707.0,33.96419829059829,0.3315,0.01904296875,2.38119
1584855796465283.0,49.253587301587295,0.3315,0.013671875,2.46721
1584855796665562.0,44.76515555555555,0.2465,0.015625,2.56887
